word1,word2,IsAnt
situation,post,0
lobby,antechamber,0
queen,rex,1
dome,building,0
hyperglycemia,hypoglycemia,1
supply,demand,1
man,woman,1
head,foot,1
proponent,opponent,1
permeability,impermeability,1
employment,engagement,0
growth,development,0
monomania,insanity,0
access,accession,0
shine,play,0
acid,alkali,1
freshman,plebe,0
local,limited,1
employment,unemployment,1
flame,fire,0
immaturity,maturity,1
distribution,allotment,0
glass,ice,0
tammy,tam,0
bastion,citadel,0
tube,trap,0
amateur,pro,1
artiodactyl,perissodactyl,1
apolune,perilune,1
agent,patient,1
thrill,chill,0
opulence,wealth,0
heterosexual,homosexual,1
warship,battleship,0
theory,speculation,0
increase,fall,1
daylight,darkness,1
reinforcement,reward,0
drift,trend,0
first,beginning,0
physical,psychological,1
kitsch,camp,0
antipathy,sympathy,1
overflow,inundation,0
rank,membership,0
lag,delay,0
pin,duckpin,0
virtue,fault,1
present,absent,1
certainty,uncertainty,1
civilian,serviceman,1
godfather,godmother,1
icebox,refrigerator,0
hindrance,difficulty,0
noncitizen,citizen,1
relative,absolute,1
chieftain,chief,0
chase,hunt,0
dissent,assent,1
optimism,pessimism,1
reservation,booking,0
enlightenment,ignorance,1
ellipse,oval,0
generation,progeny,0
elation,depression,1
war,wage,0
magic,enchantment,0
dissent,consensus,1
speed,delay,1
human,deity,1
material,spiritual,1
show,reveal,0
evolution,devolution,1
deflation,inflation,1
diastole,systole,1
patriot,traitor,1
inconsistency,consistency,1
moral,legal,1
disappearance,appearance,1
odds,difference,0
dove,hawk,1
ethos,pathos,1
inquest,question,0
agency,operation,0
reply,revert,0
transformation,metamorphosis,0
works,work,0
prohibition,permission,1
praise,abuse,1
publication,issue,0
estimation,idea,0
light,heavy,1
conspiracy,collusion,0
asymmetry,balance,1
digital,analog,1
belief,opinion,0
plain,cliff,1
shoot,shot,0
intaglio,cameo,1
impatience,patience,1
liquor,spirits,0
inquiry,answer,1
genius,brilliance,0
carcinoma,sarcoma,1
clock,ornament,0
version,ver,0
fruit,yield,0
attempt,trial,0
nationalism,multiculturalism,1
balance,symmetry,0
evil,harm,0
orbit,sphere,0
line,covert,0
aroma,fragrance,0
sensitivity,insensitivity,1
depression,elation,1
absence,presence,1
season,spice,0
hook,draw,0
slowing,acceleration,1
iglu,igloo,0
female,male,1
verge,slope,0
inductor,coil,0
cry,laugh,1
looseness,tightness,1
bottom,top,1
peer,nobleman,0
ancestor,forebear,0
tributary,distributary,1
passivity,activity,1
growth,decrease,1
value,price,0
association,disassociation,1
flake,scale,0
estimate,estimation,0
impossibility,possibility,1
buying,purchase,0
harmony,dissonance,1
commencement,start,0
minority,majority,1
mountain,valley,1
base,noble,1
privatization,privatisation,0
realisation,recognition,0
catch,drop,1
touchback,safety,1
acceptance,rejection,1
ebb,flow,1
aquamarine,turquoise,0
mountain,plain,1
revulsion,reaction,0
monarch,queen,0
necessity,possibility,1
passage,travel,0
sunset,dawn,1
plunger,piston,0
badness,goodness,1
accuracy,fidelity,0
cosmonaut,astronaut,0
eats,one,0
resolution,relaxation,0
menarche,menopause,1
power,inability,1
sunset,morning,1
landscape,portrait,1
hardware,package,1
cold,hot,1
refuge,sanctuary,0
lord,lady,1
valor,bravery,0
illegitimacy,legitimacy,1
border,margin,0
server,client,1
motion,stillness,1
optics,optic,0
security,surety,0
aunt,uncle,1
hothouse,conservatory,0
representationalism,realism,0
balance,imbalance,1
subjective,objective,1
outside,interior,1
myopia,hyperopia,1
controlling,order,0
comedy,tragedy,1
aquilegia,columbine,0
unwillingness,willingness,1
particular,minute,0
objectivity,subjectivity,1
noble,lady,1
amity,enmity,1
mistrust,trust,1
excretion,secretion,1
authorization,authority,0
impermanence,permanence,1
corkscrew,spiral,0
speck,atom,0
parallelogram,trapezium,1
pure,applied,1
subtrahend,minuend,1
merger,takeover,1
obstacle,impediment,0
orchard,grove,0
activewear,sportswear,0
intention,counsel,0
gunfight,shootout,0
luxury,necessity,1
deal,hand,0
treaty,tract,0
whore,harlot,0
length,breadth,1
qualification,change,0
elderly,youth,1
ally,foe,1
finish,start,1
donee,beneficiary,0
bravery,fear,1
misery,wretchedness,0
brazier,hearth,0
back,front,1
primate,hierarch,0
sunrise,sundown,1
report,sound,0
bazaar,fair,0
decrease,increase,1
put,call,1
misfortune,fortune,1
steersman,pilot,0
kickoff,end,1
exogamy,endogamy,1
disgrace,dishonor,0
calamus,shaft,0
member,nonmember,1
grit,guts,0
trench,deep,0
acyclovir,zovirax,0
outrage,insult,0
wax,cerumen,0
parallelism,similarity,0
commencement,rise,0
luck,destiny,0
plantigrade,digitigrade,1
saving,rescue,0
story,tome,0
aggregate,compound,1
shrine,lararium,0
intolerance,tolerance,1
nighttime,day,1
liberal,free,0
wine,intoxication,0
ray,vision,0
dark,lighting,1
disruption,interruption,0
poverty,wealth,1
mode,matter,1
imbalance,balance,1
middle,rim,1
wilderness,wild,0
fortification,breastwork,0
park,building,1
guy,gals,1
effect,expression,0
start,finish,1
acting,dramaturgy,0
narcotic,stimulant,1
mortal,immortal,1
realty,personalty,1
cent,eurocent,0
specific,general,1
missile,bomb,0
word,intelligence,0
male,female,1
services,capital,1
inequity,equity,1
locus,place,0
benefit,gain,0
expression,manifestation,0
evolution,phylogeny,0
atrophy,hypertrophy,1
junction,meeting,0
devil,saint,1
constant,variable,1
superscript,subscript,1
opponent,advocate,1
reformer,crusader,0
clothing,covering,0
fauna,vegetation,1
movement,motility,0
dash,hyphen,0
offence,defense,1
infield,diamond,0
stick,staff,0
freedom,constraint,1
illness,health,1
regression,progression,1
stead,position,0
runway,rail,0
masculinity,maleness,0
falseness,truth,1
command,charge,0
warrant,authority,0
push,draw,1
decline,rise,1
ascendancy,control,0
popularity,unpopularity,1
franchise,liberty,0
chief,main,0
quote,unquote,1
plenty,mountain,0
height,depth,1
picture,model,0
adaption,adaptation,0
adult,juvenile,1
pollution,conservation,1
employee,employer,1
father,child,1
loggia,veranda,1
ascension,fall,1
appendage,member,0
layman,professional,1
bottle,magnum,0
finger,toy,0
noble,commoner,1
all,party,1
transplantation,transplant,0
pragmatism,idealism,1
fungus,smut,0
miss,strike,1
inhalation,exhalation,1
privilege,duty,1
trust,distrust,1
neighbour,neighbor,0
inefficiency,efficiency,1
white,black,1
passion,emotion,0
inequity,unfairness,0
opinion,belief,0
quoin,corner,0
ending,middle,1
lee,weather,1
outfielder,infielder,1
gym,gymnasium,0
raj,reign,0
tail,head,1
likeness,portrait,0
debut,unveiling,0
monotheism,polytheism,1
buff,debuff,1
bribe,tip,0
geisha,geiko,0
film,membrane,0
respect,deference,0
fall,ascension,1
scorn,disdain,0
broth,bouillon,0
consciousness,unconsciousness,1
phrase,idiom,0
master,maestro,0
founder,author,0
service,capital,1
traitor,patriot,1
peace,war,1
unawareness,ignorance,0
complex,complication,0
anticyclone,cyclone,1
angel,darling,0
controversy,debate,0
mansion,residence,0
outflow,inflow,1
townspeople,town,0
porter,carrier,0
regularity,irregularity,1
objective,subjective,1
dune,dike,1
basis,base,0
subordinate,manager,1
clarity,confusion,1
penalty,reward,1
love,spite,1
exit,issue,0
people,class,0
displeasure,pleasure,1
sunrise,sunset,1
lack,surplus,1
zone,circumference,0
soldier,grenadier,0
idealism,realism,1
peak,crown,0
egress,ingress,1
defeat,victory,1
inability,power,1
addict,drug,0
humility,pride,1
descent,decline,0
dignitary,governor,0
open,shut,1
toadstool,mushroom,1
action,inaction,1
gradation,series,0
rim,middle,1
detection,perception,0
fall,rise,1
drinker,abstainer,1
oppression,subjugation,0
dog,weenie,0
caution,advice,0
hire,fire,1
dwarf,giant,1
descendent,root,1
take,give,1
upgrade,fall,1
closeness,openness,1
best,choice,0
stamp,character,0
arrival,departure,1
height,eminence,0
query,answer,1
parasite,host,1
objective,fair,0
lower,higher,1
din,noise,0
appearance,manifestation,0
vision,apparition,0
advantage,disadvantage,1
highland,lowland,1
swiftness,speed,0
oblate,prolate,1
tender,demand,1
creator,creation,1
great,big,0
reason,consideration,0
help,support,0
tightness,looseness,1
evidence,deposition,0
notch,indentation,0
split,fissure,0
break,recess,0
ancestor,descendent,1
hardware,software,1
vestibule,antechamber,0
streetcar,tram,0
report,study,0
existence,nonexistence,1
ornament,stripe,1
endogamy,exogamy,1
foreground,background,1
statics,dynamics,1
spirit,smell,0
dip,inclination,0
consistency,inconsistency,1
day,dark,1
package,hardware,1
row,column,1
seafarer,seaman,0
think,purpose,0
symptom,cause,1
repetition,repeat,0
stockholder,shareholder,0
parallelism,resemblance,0
smoothness,roughness,1
all,none,1
rise,climb,0
ally,relative,0
melody,discord,1
disagreement,agreement,1
consonant,vowel,1
red,cochineal,0
negative,affirmative,1
thinness,thickness,1
departure,arrival,1
believer,heretic,1
concentration,distribution,1
kind,set,0
vagabond,wanderer,0
stamp,authority,0
none,all,1
expiry,end,0
cyclone,anticyclone,1
apparatus,instrument,0
anarchy,disorder,0
outlet,inlet,1
wand,stick,0
dielectric,conductor,1
kind,race,0
necessity,contingency,1
despair,hope,1
retaliation,retribution,0
revolt,uprising,0
series,parallel,1
influx,efflux,1
fertility,infertility,1
advent,arrival,0
vicinity,neighbourhood,0
mobile,stabile,1
endoskeleton,exoskeleton,1
defendant,complainant,1
icbm,irbm,1
individual,group,1
affirmative,negative,1
general,specific,1
lunge,thrust,0
improvement,decline,1
carnage,murder,0
dark,daylight,1
debris,junk,0
offside,nearside,1
mercury,quicksilver,0
visibility,invisibility,1
belief,disbelief,1
motivation,motive,0
scripture,bible,0
ideal,saint,0
bit,number,0
emporium,shop,0
infection,epidemic,0
original,remake,1
paint,image,0
clergy,laity,1
insulator,conductor,1
moor,heath,0
trench,fosse,0
animal,brute,0
centralization,decentralization,1
alkalinity,acidity,1
boom,progress,0
awe,dread,0
cut,dock,0
conservative,liberal,1
calling,career,0
synonym,antonym,1
inspection,examination,0
branch,sprig,0
obedience,disobedience,1
crescendo,climax,1
side,incline,0
day,nighttime,1
region,country,0
inhibitor,activator,1
vertical,horizontal,1
retreat,progress,1
merit,demerit,1
celibacy,virginity,0
medal,palm,0
increase,loss,1
outside,inside,1
outpatient,inpatient,1
marriage,divorce,1
trace,hint,0
split,schism,0
edition,issue,0
may,permission,0
perissodactyl,artiodactyl,1
country,nation,0
miser,spendthrift,1
consideration,circumstance,0
blessing,curse,1
sphere,field,0
obedience,subservience,0
camp,clique,0
forehand,backhand,1
supporter,detractor,1
bandit,outlaw,0
inscription,epigram,0
summation,addition,0
opponent,proponent,1
story,history,0
stallion,horse,0
fee,charge,0
decrement,increment,1
addition,deduction,1
marriage,matrimony,0
falsity,truth,1
zone,district,0
throat,gorge,0
organisation,brass,0
native,natal,0
nonexistence,existence,1
goodness,reality,0
ladies,lord,1
award,prize,0
host,parasite,1
proclivity,tendency,0
plaza,place,0
hatred,animosity,0
acceptance,meaning,0
major,minor,1
complexity,simplicity,1
liberal,radical,0
skirt,border,0
appreciation,taste,0
interior,outside,1
risc,cisc,1
introversion,extraversion,1
macrocosm,microcosm,1
tightening,loosening,1
contentment,satisfaction,0
pal,mate,0
acid,dose,0
brawl,row,0
praise,blame,1
confederate,federal,0
prison,roundhouse,0
pursuit,prosecution,0
gain,increase,0
temporary,permanent,1
reverse,obverse,1
ogre,demon,0
levee,floodwall,0
incentive,disincentive,1
practice,habit,0
continuant,stop,1
corpuscle,electron,0
wizard,sorcerer,0
hunter,game,1
joint,break,1
grandson,granddaughter,1
serpent,snake,0
feud,fief,0
sentence,acquittal,1
rear,head,1
showing,display,0
clergyman,layman,1
analog,digital,1
underdog,favorite,1
irrelevance,relevance,1
anger,pleasure,1
syllabus,program,0
former,latter,1
nature,naturalness,0
misunderstanding,mistake,0
training,drill,0
viewfinder,finder,0
cannabis,weed,0
madam,sir,1
rumination,reflection,0
upstairs,downstairs,1
pagan,infidel,0
human,divine,1
overture,coda,1
postgraduate,undergraduate,1
kingdom,rule,0
skin,peel,0
cigarette,dart,0
substantive,adjective,1
abuse,insult,0
violation,trespass,0
extremity,end,0
vest,waistcoat,0
polygyny,monogamy,1
feminine,masculine,1
beneficence,maleficence,1
morning,aurora,0
finish,beginning,1
break,shift,0
inscription,exergue,0
awe,reverence,0
collapse,breakdown,0
convergence,divergence,1
realist,idealist,1
vowel,consonant,1
fluidity,solidity,1
quarrel,misunderstanding,0
tiredness,fatigue,0
fear,danger,0
line,feather,0
lay,back,1
known,unknown,1
participation,engagement,0
characteristic,peculiarity,0
concentration,dilution,1
ordinance,preparation,0
stripe,sign,0
lady,nobleman,1
cathode,anode,1
failure,winner,1
wizard,genius,0
hollow,elevation,1
trapezium,quadrilateral,0
falsehood,truth,1
bulk,majority,0
fence,protection,0
mercy,cruelty,1
immorality,morality,1
squid,calamari,0
TRUE,FALSE,1
rouge,red,0
sounding,silence,1
pollution,contamination,0
fairway,rough,1
softball,hardball,1
axle,axis,0
ordinance,arrangement,0
soil,land,0
trapezium,parallelogram,1
leaf,flap,0
color,species,0
automobile,motorcycle,0
night,day,1
lose,win,1
coldness,heat,1
path,footway,0
fall,pin,0
headpiece,helmet,0
couple,united,0
mass,canon,0
decrease,pay,1
mobile,fixed,1
headwind,tailwind,1
advocacy,support,0
statue,colossus,0
theist,atheist,1
chemist,apothecary,0
stabile,mobile,1
substructure,foundation,0
mainland,island,1
proceeds,producer,0
march,advancement,0
seal,sealskin,0
instruction,advice,0
cause,campaign,0
child,parent,1
importation,exportation,1
issue,offspring,0
sanctification,holiness,0
cooperation,rivalry,1
priest,layman,1
poop,bow,1
off,fresh,1
lock,fastening,0
fault,virtue,1
tie,knot,0
patron,customer,0
lineman,back,1
persecution,prosecution,0
majesty,dignity,0
tag,ticket,0
partition,separation,0
heterogeneity,homogeneity,1
marine,terrestrial,1
fault,merit,1
count,baron,0
scale,pale,0
closet,wardrobe,0
policy,certificate,0
magnate,tycoon,0
servicing,capital,1
illusionist,magician,0
misinterpretation,misunderstanding,0
pace,rack,0
guy,fool,0
magician,warlock,0
airplane,plane,0
dispersion,concentration,1
shallowness,depth,1
initiation,creation,0
nay,yea,1
everybody,nobody,1
reduction,promotion,1
daughter,parent,1
simplicity,difficulty,1
marine,sea,0
polygyny,monogyny,1
magistrate,recorder,0
decay,corruption,0
stator,rotor,1
analyser,analyzer,0
mail,matter,0
mile,mil,0
source,seed,0
unrighteousness,righteousness,1
manual,automatic,1
progress,progression,0
tumult,riot,0
acquittal,conviction,1
opponent,ally,1
control,widget,0
insertion,origin,1
mankind,womankind,1
climb,fall,1
gravity,levity,1
welfare,commonwealth,0
incoherence,coherence,1
star,sensation,0
enemy,ally,1
compositor,typesetter,0
ladder,run,0
sex,gender,0
demand,supply,1
dam,dyke,0
release,hold,1
experience,inexperience,1
escort,date,0
dissatisfaction,satisfaction,1
unfairness,fairness,1
citation,quote,0
decrescendo,crescendo,1
concern,firm,0
uncle,auntie,1
opening,shutting,1
valley,mountain,1
tsar,czar,0
desquamation,peeling,0
savage,wild,0
oslo,christiania,0
suffix,prefix,1
mystery,form,0
decrease,rise,1
river,abundance,0
plateau,peak,1
track,path,0
connotation,denotation,1
stroke,shot,0
colored,negro,0
pose,set,0
demise,birth,1
compatibility,incompatibility,1
laugh,giggle,0
jump,bounce,0
intake,outlet,1
subjectivism,objectivism,1
diminution,increase,1
stock,fund,0
posterior,anterior,1
cavalryman,horseman,0
heart,essence,0
anatomy,build,0
engineer,pioneer,0
ophicleide,serpent,1
cable,hawser,1
can,toilet,0
registration,enrollment,0
hypothyroidism,hyperthyroidism,1
initiative,opening,0
rebellion,mutiny,0
cord,cable,0
affinity,relation,0
cowardice,courage,1
podium,dais,0
artificer,craftsman,0
condensation,contraction,0
feeling,impression,0
sound,splash,0
accord,agreement,0
discomfort,comfort,1
genotype,phenotype,1
circuit,course,0
head,sharp,1
outcome,beginning,1
fiend,monster,0
determinism,indeterminism,1
crash,clash,0
strength,influence,0
misconception,concept,1
devolution,development,1
opening,closing,1
rearguard,vanguard,1
dike,ditch,0
christian,heathen,1
goodness,righteousness,0
statement,narrative,0
morning,evening,1
polyphony,monophony,1
opportunity,turn,0
nonconformist,conformist,1
carina,ridge,0
rise,fall,1
meat,drink,1
rim,body,1
frame,shape,0
increase,cut,1
carriage,coach,0
unconsciousness,consciousness,1
rhythm,swing,0
mydriasis,miosis,1
vertebrate,invertebrate,1
build,destroy,1
tip,top,0
notification,notice,0
income,expenditure,1
piece,item,0
term,terminus,0
appeal,recourse,0
day,night,1
front,rear,1
whisper,shout,1
understanding,sense,0
chlortetracycline,aureomycin,0
wisdom,dexterity,0
handle,ear,0
screech,scream,0
revolution,evolution,1
destabilization,stabilization,1
vacation,rest,0
pullback,pushout,1
address,reference,0
place,area,0
forward,backward,1
blacklist,whitelist,1
try,trial,0
wrath,vengeance,0
redress,remedy,0
laity,clergy,1
east,west,1
defence,offense,1
telephone,phone,0
missile,dart,0
tissue,web,0
string,succession,0
duty,responsibility,0
bureaus,agency,0
fun,sport,0
student,dig,0
cat,tommy,0
assembly,disassembly,1
park,skyscraper,1
stain,grease,0
concertino,concerto,1
contingency,option,0
switch,switching,0
virtue,vice,1
increase,decrease,1
stockpile,reserve,0
barbarian,rude,0
folly,wisdom,1
turn,issue,0
retail,wholesale,1
regular,irregular,1
cruelty,mercy,1
ascendant,descendant,1
duel,holmgang,0
fate,freedom,1
disconnection,connection,1
foundation,institution,0
modernity,modernism,0
call,yell,0
truth,falsity,1
open,closed,1
forest,woodland,0
fullness,emptiness,1
divestment,investment,1
progress,retreat,1
change,shift,0
gizzard,stomach,0
sieve,drum,0
arch,span,0
oasis,island,0
tackle,attack,0
head,tip,1
ground,figure,1
viewing,model,1
compact,treaty,0
spice,dash,0
trustee,grantor,1
backup,support,0
hair,wool,0
internationalism,nationalism,1
request,demand,0
see,seat,0
perilune,apolune,1
light,swift,0
president,reeve,0
dash,sprint,0
spell,trance,0
uncle,niece,1
loot,pillage,0
impotence,potency,1
reward,penalty,1
reader,referee,0
student,teacher,1
mobilization,demobilization,1
public,private,1
keeper,custodian,0
consonance,harmony,0
nearside,offside,1
capitalism,socialism,1
plastic,elastic,1
objective,target,0
parent,son,1
picture,exposure,0
use,custom,0
static,dynamic,1
masochist,sadist,1
oxidant,antioxidant,1
integrity,probity,0
idealism,cynicism,1
symmetry,asymmetry,1
quality,tone,0
trace,track,0
fanaticism,enthusiasm,0
result,follow,0
bull,bear,1
inferiority,superiority,1
haw,gee,1
conception,misconception,1
individual,collective,1
sunup,sundown,1
footrace,run,0
disembarkation,embarkation,1
language,speech,0
poll,top,0
noise,silence,1
obstacle,barrage,0
nation,land,0
par,bogey,1
boarder,lodger,0
father,daughter,1
event,business,0
insult,trauma,0
voluntarism,intellectualism,1
favorite,least,1
august,aug,0
river,anabranch,0
disregard,attention,1
catch,release,1
recto,verso,1
extensor,flexor,1
fearlessness,fear,1
check,control,0
correlation,relation,0
elevation,reduction,1
tongue,language,0
jump,leap,0
duet,twain,0
sister,brother,1
rhythm,meter,0
reduction,elevation,1
pattern,model,0
longbow,crossbow,1
procedure,product,0
truth,falsehood,1
conformist,dissenter,1
readiness,quickness,0
news,gossip,0
ceiling,floor,1
alias,pseudonym,0
violation,infringement,0
sapwood,heartwood,1
whip,lash,0
highbrow,lowbrow,1
craft,strength,0
consonance,dissonance,1
extension,flexion,1
source,sink,1
expenditure,income,1
ectoparasite,endoparasite,1
fold,enclosure,0
widening,narrowing,1
gross,net,1
kit,kitten,0
lord,subject,1
ability,inability,1
cow,male,1
butch,femme,1
gullet,esophagus,0
woman,dowager,0
pimp,procurer,0
mariner,sailor,0
air,information,0
closeness,remoteness,1
laity,ministry,1
dislike,like,1
payment,evasion,1
being,nonbeing,1
design,idea,0
jinni,genie,0
monkey,mangabey,0
glut,shortage,1
sign,mansion,0
approval,disapproval,1
corona,circle,0
fall,upgrade,1
scandal,slander,0
dispersion,density,1
depot,terminal,0
whole,party,1
elevation,height,0
man,beast,1
inclusion,exclusion,1
cimetidine,tagamet,0
pool,bethesda,0
middle,start,1
desert,barren,0
incompatibility,compatibility,1
carpentry,woodworking,0
start,middle,1
hunger,satiety,1
irregularity,regularity,1
cave,grotto,0
action,inactivity,1
queue,join,0
churchyard,cemetery,0
casket,reliquary,0
unreliability,reliability,1
settlement,adjustment,0
blackness,whiteness,1
figure,physique,0
insomnia,hypersomnia,1
amplitude,size,0
exarchate,eparchy,0
jump,skydive,0
grandmother,grandchild,1
parting,departure,0
open,public,0
grand,small,1
chroma,intensity,0
premium,discount,1
adaptation,fitness,0
congresswoman,representative,0
report,description,0
belt,girdle,0
heterosexuality,homosexuality,1
dependence,independence,1
additive,subtractive,1
disrespect,respect,1
rise,decline,1
generalisation,specialisation,1
face,nerve,0
hood,bonnet,0
satiety,hunger,1
underground,metro,0
command,behest,0
allopathy,homeopathy,1
ancestor,offspring,1
willingness,unwillingness,1
morality,immorality,1
automobile,machine,0
sway,influence,0
administrator,controller,0
demobilization,mobilization,1
elevation,peak,0
strength,potency,0
buy,sell,1
success,failure,1
antagonist,competitor,0
ending,finish,0
contrast,comparison,0
right,obligation,1
irrational,rational,1
curiosity,ignorance,1
minute,general,1
disclaimer,claim,1
noblewoman,nobleman,1
denim,dungaree,0
luxation,dislocation,0
euphemism,dysphemism,1
zither,cittern,1
contrast,analogy,1
space,walk,0
ament,catkin,0
shopping,studio,0
reading,interpretation,0
realm,division,0
trail,tail,0
descendent,ancestor,1
permit,permission,0
depreciation,appreciation,1
park,street,1
happiness,sadness,1
activity,passivity,1
creationism,traducianism,1
inspiration,expiration,1
gap,break,0
disembarkation,boarding,1
cow,bull,1
tragedy,comedy,1
lee,lie,0
serve,obey,0
wrong,right,1
staff,personnel,0
pygmy,giant,1
present,future,1
comedy,drama,1
net,gross,1
humility,modesty,0
pro,con,1
centrifugal,centripetal,1
bulbil,bulblet,0
marshland,marsh,0
girdle,corset,0
euphoria,dysphoria,1
encouragement,discouragement,1
hog,swine,0
capital,stock,0
disability,strength,1
generality,particularity,1
resolution,decision,0
fisherman,fisher,0
appeal,collection,0
dot,point,0
undress,dress,1
roadway,portion,0
player,actor,0
express,local,1
liquid,solid,1
importation,export,1
patronage,custom,0
proprietor,owner,0
apodosis,protasis,1
ease,difficulty,1
leap,spring,0
perigee,apogee,1
femininity,masculinity,1
behaviour,behavior,0
characterization,portrayal,0
cosmetic,paint,0
segregation,integration,1
strike,wave,0
perfection,imperfection,1
activator,inhibitor,1
lip,labium,0
subscript,superscript,1
grease,fat,0
disposition,propensity,0
dishonor,honor,1
middleman,broker,0
raise,fall,1
pond,cistern,0
counting,enumeration,0
concentration,dispersion,1
stanza,englyn,0
triumph,conquest,0
blame,injury,0
gelatin,jelly,0
heteronomy,autonomy,1
desire,grief,0
misconception,conception,1
quiet,loud,1
actualization,realization,0
keno,bingo,0
daughter,son,1
drink,drinking,0
priest,pontifex,0
resistance,impedance,0
opposite,contrary,0
perihelion,aphelion,1
scarcity,abundance,1
authorship,composition,0
modern,old,1
hyphen,slash,0
pitcher,mound,0
rim,center,1
offering,gift,0
surface,interior,1
enrollment,register,0
reliability,unreliability,1
integration,segregation,1
domain,dominion,0
introvert,extrovert,1
hell,heaven,1
pattern,rule,0
copy,original,1
poetry,prose,1
bitters,bitter,0
hobo,vagabond,0
vice,virtue,1
idiot,genius,1
stable,mew,0
roughness,smoothness,1
goods,services,1
comfort,discomfort,1
flexion,extension,1
layman,clergyman,1
burning,combustion,0
dissimilarity,similarity,1
convention,formula,0
local,global,1
eye,regard,0
tone,look,0
creator,creature,1
decrease,growth,1
availability,unavailability,1
excursion,expedition,0
shoal,sandbank,0
decade,ten,0
ornament,grace,0
king,monarch,0
disputation,argument,0
socialism,capitalism,1
initial,final,1
blow,shock,0
obverse,reverse,1
conquest,subjugation,0
preparation,grooming,0
righteousness,unrighteousness,1
suburb,outskirt,0
short,long,1
increase,shrinkage,1
watchtower,beacon,0
gap,spread,0
artificial,natural,1
wave,swing,0
context,isolation,1
stock,standard,0
decline,incline,1
pollex,thumb,0
book,treatise,0
specific,universal,1
wart,verruca,0
analogue,digital,1
screen,blind,0
furze,gorse,0
rancho,hacienda,1
behemoth,monster,0
avenue,boulevard,0
patience,impatience,1
accident,attribute,0
base,nucleotide,0
left,right,1
childhood,age,1
fate,choice,1
passage,fare,0
garbage,resource,1
monism,pluralism,1
oral,written,1
capital,lowercase,1
atheism,theism,1
rich,poor,1
ledge,bench,0
blindness,sight,1
dramaturgy,theater,0
barbarism,culture,1
brotherhood,brethren,0
deposition,precipitation,0
immorality,impurity,0
hash,hashish,0
disapproval,approval,1
courses,class,0
parts,section,0
crew,group,0
assembly,dismantling,1
detention,confinement,0
centralisation,decentralisation,1
mate,match,0
dysphemism,euphemism,1
battleship,liner,0
brightness,radiance,0
warm,cool,1
bay,alcove,0
stadium,arena,1
denial,prosecution,1
retail,report,0
lord,suzerain,0
goliath,giant,0
quality,sort,0
cover,screening,0
efficacy,effectiveness,0
cause,ground,0
kid,parent,1
domestic,foreign,1
specific,generic,1
subject,case,0
guilt,innocence,1
sterility,fertility,1
vegetable,mineral,1
hostel,inn,0
cocaine,girl,0
mercury,spirit,0
legitimacy,illegitimacy,1
conjunct,disjunct,1
conspiracy,disagreement,1
helm,director,0
smack,slap,0
soft,hard,1
aversion,distaste,0
fore,aft,1
grandmother,grandson,1
hunter,forager,0
degeneracy,corruption,0
foot,plan,0
sundown,sunup,1
pest,nuisance,0
hope,despair,1
paperback,hardcover,1
scripture,document,0
gentry,aristocracy,0
womanhood,woman,0
highlander,lowlander,1
minister,parson,0
breathing,stop,0
person,body,0
breed,crossbreed,0
bolt,dart,0
wane,wax,1
binary,ascii,1
daughter,boy,1
theism,pantheism,1
plain,gorge,1
remoteness,closeness,1
underestimate,overestimate,1
configuration,figure,0
order,decree,0
matter,form,1
champion,hero,0
mouth,lip,0
balance,unbalance,1
believer,worshipper,0
jerk,press,1
midwife,obstetrician,0
poll,strip,0
poet,troubadour,0
laundry,washing,0
health,illness,1
girl,boy,1
daybreak,sunset,1
dissipation,diffusion,0
deceleration,acceleration,1
prefix,affix,0
fault,faulting,0
downhill,uphill,1
hood,cowl,0
placebo,nocebo,1
cladode,phylloclade,0
race,running,0
design,create,0
room,seat,0
deficit,lead,1
ancestor,antecedent,0
phase,state,0
daytime,nighttime,1
pass,head,0
glory,pride,0
detriment,benefit,1
disassociation,association,1
patient,impatient,1
undergraduate,graduate,1
internal,external,1
black,white,1
cornflour,cornstarch,0
goblin,demon,0
microbe,microorganism,0
dwelling,cottage,0
score,record,0
lowness,highness,1
endurance,suffering,0
stack,pile,1
devil,god,1
boulevard,road,0
beginning,ending,1
origin,beginning,0
brown,bistre,0
density,dispersion,1
aunt,nephew,1
infielder,outfielder,1
infantry,cavalry,1
satan,adversary,0
gesture,posture,0
prostitution,degradation,0
new,ancient,1
party,person,0
correspondence,symmetry,0
acquittal,sentence,1
reflection,reflectivity,0
truth,nonsense,1
intestine,chitterlings,0
separation,union,1
misbehavior,behavior,0
transparency,opacity,1
rigidity,flexibility,1
regent,ruler,0
organization,association,0
sink,decrease,0
roll,collar,0
climb,descent,1
epicenter,hypocenter,1
liability,asset,1
toboggan,sledge,0
weaponry,munition,0
emptiness,fullness,1
autonomy,heteronomy,1
microcosm,macrocosm,1
height,stature,0
employee,man,0
brethren,sister,1
waiter,attendant,0
law,gospel,1
swan,cygnet,0
antecedent,descendant,1
weakening,strengthening,1
valency,degree,0
cut,steak,0
convent,monastery,0
twist,device,0
palimony,alimony,1
shout,whisper,1
bag,pocket,0
functionality,service,0
runner,stolon,0
approbation,condemnation,1
rationalism,traditionalism,1
doctrine,teaching,0
dissimilation,assimilation,1
gardener,nurseryman,0
black,descent,0
designer,decorator,0
distress,anxiety,0
pathos,ethos,1
candle,paschal,0
belief,unbelief,1
