word1,word2,IsAnt
contentious,litigious,0
fuliginous,dark,0
competent,incompetent,1
requisite,essential,0
oblong,short,1
pretty,fine,0
manned,unmanned,1
golden,lucky,0
rough,fierce,0
poetic,prosaic,1
complete,unfinished,1
passable,impassable,1
dependable,reliable,0
endogamous,exogamous,1
new,original,0
continuous,constant,0
acidic,acid,0
existential,metaphysical,1
cruel,harsh,0
microscopic,macroscopic,1
fictional,romantic,0
khmer,cambodian,0
socialistic,capitalistic,1
fit,worthy,0
improper,proper,1
democratic,autocratic,1
polytheistic,monotheistic,1
moderate,mild,0
northwestern,south,1
polar,arctic,0
ordinary,special,1
furious,violent,0
pregnant,willing,0
humble,proud,1
fast,reckless,0
usable,available,0
unsafe,safe,1
smooth,quiet,0
immiscible,miscible,1
annual,biennial,1
immense,little,1
colored,dark,0
noble,reactive,1
center,right,1
rich,deep,0
same,unchanged,0
benign,malignant,1
distinct,marked,0
reputable,disreputable,1
conventional,positive,0
arrogant,humble,1
worthy,virtuous,0
slender,wide,1
curative,medicinal,0
fair,clean,0
last,supreme,0
wild,safe,1
incidental,essential,1
fuzzy,logical,1
natural,lifelike,0
equal,indifferent,0
manly,male,0
trustworthy,ethical,0
homogeneous,same,0
ambitious,audacious,0
vague,distinct,1
dissimilar,similar,1
mental,healthy,1
athletic,acrobatic,0
plain,attractive,1
despotic,democratic,1
instantaneous,slow,1
surreal,realistic,1
steep,precipitous,0
colored,white,1
extraordinary,usual,1
loose,vague,0
visible,visual,0
same,identical,0
steadfast,firm,0
shiny,glossy,0
pure,stainless,0
whole,abstract,1
void,full,1
collected,calm,0
easy,manageable,0
rough,polished,1
adiabatic,diabatic,1
joint,combined,0
spongy,hard,1
harsh,rough,0
crossbred,purebred,1
worthless,empty,0
feasible,infeasible,1
stocky,stout,0
warm,excited,0
mortal,immortal,1
low,feeble,0
longitudinal,short,1
downstream,upstream,1
immense,huge,0
insignificant,trivial,0
infinite,great,0
square,round,1
figurative,representative,0
wise,sassy,0
upside,downside,1
durable,perishable,1
fantastical,real,1
objective,external,0
lustrous,shiny,0
unequal,unfair,0
innocent,guilty,1
masochistic,sadistic,1
light,sufficient,1
acid,alkaline,1
shameful,disgraceful,0
special,peculiar,0
triumphant,victorious,0
apparent,ostensible,0
virtuous,honorable,0
huge,enormous,0
varied,uniform,1
threefold,twofold,0
marine,amphibious,1
extroverted,introverted,1
only,single,0
solid,liquid,1
substandard,inferior,0
unpopular,popular,1
predicate,affirmative,0
sane,insane,1
eager,sharp,0
violent,forceful,0
unable,ineffective,0
undeserving,deserving,1
foreign,native,1
absolute,arbitrary,0
nonlinear,linear,1
fast,strong,0
clean,hard,1
stupid,dull,0
plain,bare,0
hypertonic,hypotonic,1
monopolistic,competitive,1
alert,awake,0
convoluted,simple,1
comic,burlesque,0
static,kinetic,1
satisfactory,acceptable,0
ordinary,usual,0
rough,approximate,0
angry,pleased,1
stupid,idiotic,0
awake,alive,0
tiresome,slow,0
sessile,pedunculate,1
dry,drunk,1
overweight,underweight,1
exogamous,endogamous,1
irregular,crooked,0
indian,native,0
vacant,full,1
legal,illegal,1
frigid,hot,1
conspicuous,notable,0
medial,lateral,1
absurd,TRUE,1
severe,rough,0
stupid,stolid,0
enthusiastic,excited,0
argillaceous,sandy,1
dramatic,melodramatic,0
rude,crude,0
primary,chief,0
vague,clear,1
close,remote,1
sharp,painful,0
gray,young,1
absent,present,1
interim,permanent,1
casual,nonchalant,0
pure,applied,1
remarkable,ordinary,1
minute,large,1
lazy,slow,0
little,tall,1
reckless,foolhardy,0
instinctive,natural,0
inherent,innate,0
bad,superior,1
indistinguishable,distinguishable,1
synthetic,natural,1
intrusive,extrusive,1
close,closed,0
neat,clean,0
tough,stiff,0
center,left,1
same,different,1
singular,strange,0
easy,hard,1
green,unripened,0
alert,active,0
common,individual,1
unbelievable,incredible,0
fixed,rigid,0
invalid,valid,1
semicircular,straight,1
amusing,serious,1
small,mean,0
unable,stiff,1
cool,warm,1
popular,accepted,0
wavy,undulating,0
clear,opaque,1
blank,empty,0
virtuous,exemplary,0
deceased,late,0
terrific,fantastic,0
fictitious,fictional,0
handsome,convenient,0
myopic,nearsighted,0
artificial,stilted,0
active,dormant,1
undivided,single,0
syllabic,quantitative,1
topical,general,1
amusing,comic,0
indistinct,distinct,1
spirited,lively,0
severe,good,1
collateral,lineal,1
fulvous,yellow,0
rich,fertile,0
imperfect,incomplete,0
immense,great,0
firm,unwavering,0
occasional,casual,0
compressible,incompressible,1
famed,notable,0
sensible,wise,0
vernal,autumnal,1
inferior,standard,1
thin,fat,1
chromatic,diatonic,1
applied,theoretical,1
unrighteous,righteous,1
rustic,rough,0
productive,unproductive,1
out,safe,1
negative,nonnegative,1
supplementary,primary,1
crafty,subtle,0
superficial,profound,1
taboo,profane,1
sufficient,adequate,0
oversized,little,1
endless,short,1
advanced,middle,1
incompetent,good,1
global,national,1
mortal,human,0
meticulous,precise,0
sedentary,migratory,1
awful,awesome,0
decrepit,new,1
delicate,graceful,0
pelagic,benthic,1
fundamental,central,0
disruptive,quiet,1
level,open,0
populous,numerous,0
humble,low,0
intelligible,plain,0
apprehensive,anxious,0
hollow,solid,1
manly,masculine,0
costly,cheap,1
passive,submissive,0
13th,thirteenth,0
unjust,unfair,0
limited,limitless,1
brutal,barbaric,0
celestial,spiritual,0
divine,sacred,0
legitimate,genuine,0
single,divorced,1
super,small,1
gigantic,little,1
proximal,distal,1
inexact,exact,1
monstrous,small,1
unmistakable,clear,0
moody,dark,0
heavy,weighty,0
thin,spirited,1
industrious,energetic,0
single,married,1
elliptic,ovate,0
concentric,eccentric,1
reasonable,arbitrary,1
honest,faithful,0
external,domestic,1
muscular,brawny,0
public,single,1
mournful,sad,0
excellent,fair,1
reasonable,suitable,0
fearless,bold,0
inactive,quiet,0
monounsaturated,saturated,1
odd,usual,1
silent,taciturn,0
functional,nonfunctional,1
fat,thin,1
half,whole,1
glorious,grand,0
unemployed,employed,1
influential,substantial,0
temporary,permanent,1
neat,finished,0
actual,possible,1
clear,unclear,1
singular,multiple,1
material,moral,1
insecure,confident,1
uncommon,scarce,0
powerful,powerless,1
negative,neutral,1
grave,dignified,0
psychic,mental,0
worthy,deserving,0
turbid,clear,1
due,undue,1
deliberate,unintended,1
creepy,crawly,0
absurd,ludicrous,0
unfashionable,fashionable,1
replete,full,0
conditional,contingent,0
singular,ordinary,1
big,invisible,1
independent,subordinate,1
religious,irreligious,1
chief,leading,0
FALSE,real,1
uncontroversial,controversial,1
pale,red,1
strict,rigid,0
bad,sound,1
vivid,brilliant,0
populated,populous,0
attached,detached,1
desirable,preferable,0
sublime,elevated,0
obscure,humble,0
showy,fine,0
plebeian,noble,1
bourgeois,socialist,1
unusual,usual,1
local,widespread,1
profane,holy,1
runaway,fugitive,0
alicyclic,aliphatic,1
passionate,intense,0
molecular,brownian,0
interscholastic,intramural,1
astonishing,amazing,0
harmless,harmful,1
plain,sheer,0
frequent,infrequent,1
senior,young,1
lean,spare,0
boreal,southern,1
polite,civil,0
northernmost,south,1
frosted,clear,1
individual,shared,1
communal,individual,1
significant,unimportant,1
beautiful,ugly,1
adroit,clever,0
chronic,unusual,1
skeptical,credulous,1
uncertain,equivocal,0
heavy,violent,0
light,dark,1
puffy,small,1
concrete,composite,0
precise,exact,0
concentrated,diluted,1
cylindrical,angular,1
destitute,penniless,0
obese,lean,1
mediocre,average,0
opaque,transparent,1
colossal,small,1
dense,light,1
naked,simple,0
electrostatic,static,0
proactive,reactive,1
ceaseless,endless,0
famous,excellent,0
awful,good,1
nice,accurate,0
used,new,1
autumnal,vernal,1
warm,far,1
fat,thick,0
physical,psychological,1
isolated,connected,1
green,inexperienced,0
whole,undivided,0
captivating,charming,0
worried,easy,1
proud,ashamed,1
new,shabby,1
factual,actual,0
spiny,prickly,0
painless,painful,1
accentual,syllabic,1
parallel,oblique,1
active,operative,0
subtle,elusive,0
prime,meridian,0
rustic,unsophisticated,0
carnivorous,herbivorous,1
childlike,childish,0
superabundant,abundant,0
black,diluted,1
rugged,robust,0
unremarkable,ordinary,0
progressive,backward,1
destructive,devastating,0
awkward,comfortable,1
natural,aboriginal,0
heterozygous,homozygous,1
late,recent,0
virtuous,good,0
innovative,modern,0
handsome,comely,0
shiny,dull,1
horrible,frightening,0
oily,greasy,0
serial,sequential,0
untrue,correct,1
grubby,dirty,0
marshy,dry,1
spare,ample,1
new,worn,1
squat,stocky,0
initial,final,1
white,full,1
light,nimble,0
adipose,fatty,0
chilly,hot,1
prosperous,comfortable,0
haploid,diploid,1
helpful,beneficial,0
noble,honorable,0
correct,incorrect,1
additive,subtractive,1
beneficial,unfavourable,1
specified,unspecified,1
extant,extinct,1
murderous,bloodthirsty,0
formal,ceremonial,0
lesbian,heterosexual,1
humid,damp,0
charming,lovely,0
slender,thin,0
clean,fresh,0
specific,generic,1
dry,wry,0
indirect,direct,1
national,general,0
snobbish,public,1
resistant,absorbent,1
excellent,superior,0
simple,uncomplicated,0
insurgent,revolutionary,0
introductory,initial,0
aggregate,single,1
mean,nice,1
plump,chubby,0
cloudy,distinct,1
ineffectual,weak,0
northeast,south,1
elastic,inelastic,1
migratory,resident,1
roomy,large,0
clear,acute,0
canonical,apocryphal,1
happy,successful,0
deceased,live,1
defunct,alive,1
sensitive,insensitive,1
vindictive,spiteful,0
fictitious,genuine,1
asymmetric,symmetrical,1
unrelated,related,1
old,original,0
hypotonic,isotonic,1
identical,fraternal,1
sound,profound,0
remarkable,singular,0
international,domestic,1
hot,tasty,0
traditional,untraditional,1
fresh,sweet,0
pleasant,agreeable,0
instrumental,vocal,1
cheap,generous,1
ardent,keen,0
shameless,brazen,0
natural,sharp,1
tough,tender,1
immortal,imperishable,0
high,dear,0
unplanned,planned,1
fictional,nonfictional,1
monolingual,multilingual,1
black,bleak,0
overt,open,0
equal,unequal,1
statutory,illegal,1
loose,fast,1
sophisticated,advanced,0
upper,low,1
elder,junior,1
green,neutral,1
heterodox,orthodox,1
armoured,unarmoured,1
reformed,orthodox,1
unpolished,polished,1
abundant,rare,1
quiet,gentle,0
purple,violet,0
wasteful,lavish,0
selfish,altruistic,1
superb,excellent,0
secular,worldly,0
scarlet,pink,0
pale,dark,1
minded,disposed,0
bitter,sour,0
unplayable,playable,1
magical,natural,1
civilized,cultured,0
right,lawful,0
unhappy,fortunate,1
tall,low,1
immortal,mortal,1
sharp,dull,1
partial,complete,1
violent,sharp,0
conspicuous,distinguished,0
regal,royal,0
tight,leaky,1
vindictive,bitter,0
individualistic,common,1
wonderful,ordinary,1
spiritual,inner,0
immaterial,important,1
frustrated,successful,1
conventional,formal,0
perfect,flawless,0
subtle,tangible,1
decent,indecent,1
professional,lay,1
pendulous,erect,1
wicked,unjust,0
natural,unnatural,1
occupied,unoccupied,1
submissive,obedient,0
beautiful,bloody,0
unhappy,unlucky,0
inaccurate,faulty,0
bilingual,monolingual,1
prosaic,poetic,1
immutable,mutable,1
happy,sad,1
oval,ovate,0
permanent,temporary,1
covered,bare,1
unfavourable,good,1
diaphanous,transparent,0
windy,slow,1
upright,horizontal,1
black,dim,0
imperial,majestic,0
future,present,1
unsound,sound,1
small,big,1
deficient,sufficient,1
iambic,trochaic,1
prior,former,0
considerable,important,0
back,front,1
little,insignificant,0
plastic,elastic,1
complex,detailed,0
explicit,plain,0
unacceptable,acceptable,1
utopian,realistic,1
thick,fast,0
free,unfree,1
early,first,0
open,unavailable,1
unprincipled,immoral,0
granular,fine,1
pitiful,poor,0
wrong,unjust,0
digital,analog,1
shocked,aghast,0
democratic,monarchical,1
heroic,bold,0
amateur,professional,1
reflective,meditative,0
easy,easygoing,0
unintelligible,clear,1
outstanding,great,0
focused,unfocused,1
constitutional,unconstitutional,1
top,first,0
competent,inadequate,1
serious,easy,1
bad,mild,1
autochthonous,indigenous,0
reliant,independent,1
despondent,depressed,0
next,adjacent,0
advanced,low,1
separate,divided,0
fair,extraordinary,1
virulent,avirulent,1
asleep,awake,1
bumpy,smooth,1
small,old,1
spectral,natural,1
uncomfortable,comfortable,1
voluminous,small,1
troubled,quiet,1
real,authentic,0
wrong,incorrect,0
compassionate,tender,0
unnecessary,superfluous,0
light,airy,0
vigorous,robust,0
distinct,distinguished,0
least,minimum,0
equal,fair,0
positive,convinced,0
operational,usable,0
christian,civilized,0
tough,good,1
hostile,unfriendly,0
nearsighted,farsighted,1
beneficial,disadvantageous,1
tough,delicate,1
christian,agnostic,1
elder,senior,0
local,express,1
pertinent,suitable,0
convenient,suitable,0
persistent,deciduous,1
communal,single,1
astronomical,small,1
mature,childish,1
irreligious,religious,1
quadruple,double,0
main,dependent,1
unacceptable,offensive,0
conscious,unaware,1
successful,profitable,0
whole,unbroken,0
considerable,substantial,0
superhuman,human,1
broad,comprehensive,0
thick,deep,0
free,occupied,1
unfair,disproportionate,0
white,innocent,0
chaotic,organized,1
immortal,incorruptible,0
middle,early,1
anal,oral,1
intense,vivid,0
improbable,probable,1
healthy,wholesome,0
pregnant,open,0
lawful,legitimate,0
immutable,unalterable,0
strict,tolerant,1
nervous,neural,0
gratuitous,unnecessary,0
prepared,unwilling,1
fine,harsh,1
closed,tight,0
active,transitive,0
armored,unarmored,1
dead,sensitive,1
innocent,harmful,1
incompetent,unfit,0
sufficient,satisfactory,0
inferior,top,1
painful,good,1
exposed,open,0
anhydrous,hydrous,1
professional,amateurish,1
agricultural,urban,1
catholic,liberal,0
positive,uncertain,1
mandatory,optional,1
messy,neat,1
destructive,deadly,0
unusual,ordinary,1
apprehensive,fearful,0
pale,blank,0
modern,recent,0
endemic,cosmopolitan,1
intermediate,immediate,1
certain,uncertain,1
big,immature,1
wholesome,unwholesome,1
protected,secure,0
dishonest,FALSE,0
fresh,salty,1
aquatic,terrestrial,1
rational,physical,1
mobile,fickle,0
adequate,capable,0
sinuous,curved,0
inshore,offshore,1
eleventh,11th,0
eccentric,odd,0
small,loud,1
neutral,aligned,1
opposite,analogous,1
incorrect,erroneous,0
secondary,primary,1
positive,absolute,0
unfamiliar,common,1
cheerful,optimistic,0
adequate,inadequate,1
achromatic,chromatic,1
theoretical,ideal,0
electric,magnetic,0
formal,informal,1
naked,bare,0
sharp,gritty,0
independent,partisan,1
bad,dire,0
exquisite,rare,0
black,light,1
honest,dishonest,1
modern,contemporary,0
unfinished,finished,1
malignant,benign,1
ventral,dorsal,1
rapid,slow,1
anachronistic,outdated,0
legitimate,reasonable,0
average,usual,0
opaque,brilliant,1
multinational,transnational,0
obtuse,dull,0
psychic,physical,1
pathetic,miserable,0
cultural,ethnical,0
undivided,divided,1
beneficial,good,0
somatic,mental,1
loud,brassy,0
big,heavy,0
noticeable,weak,1
unlawful,legitimate,1
serrated,smooth,1
married,unmarried,1
greek,spartan,0
magnificent,splendid,0
joyous,lively,0
normal,abnormal,1
dramatic,scenic,0
pathological,healthy,1
essential,substantial,0
contiguous,distant,1
rough,refined,1
bearded,shaven,1
ill,good,1
primary,incidental,1
optimistic,pessimistic,1
intelligent,naive,1
ingenious,intelligent,0
subtle,palpable,1
secondary,major,1
prevalent,successful,0
delicate,tough,1
elaborate,plain,1
mature,green,1
arid,dry,0
unrelated,foreign,0
common,profane,0
immediate,past,1
live,recorded,1
fine,exquisite,0
cosmetic,functional,1
indignant,angry,0
nonprofit,commercial,1
boring,tiresome,0
sweet,dry,1
violet,purplish,0
poisonous,edible,1
vertical,inclined,1
civilized,enlightened,0
effective,potential,1
educated,uneducated,1
TRUE,inaccurate,1
high,sober,1
unhealthy,healthy,1
overdue,late,0
separable,inseparable,1
potent,able,0
unmanned,manned,1
empty,clean,0
matchless,single,0
supranational,national,1
undivided,fractional,1
crucial,decisive,0
optional,facultative,0
extraordinary,normal,1
fussy,fastidious,0
incommensurate,commensurate,1
precise,formal,0
integral,intact,0
immobile,mobile,1
spectacular,outstanding,0
arrogant,haughty,0
surrogate,biological,1
polychromatic,monochromatic,1
analytical,synthetic,1
involved,uninvolved,1
large,inconspicuous,1
unlucky,unfortunate,0
rainy,clear,1
senseless,stupid,0
poor,inadequate,0
indirect,secondary,0
deep,close,1
approximate,exact,1
lively,gay,0
benthic,planktonic,1
authoritarian,democratic,1
angry,calm,1
effective,efficacious,0
solid,impenetrable,0
fraudulent,fake,0
docile,wild,1
intellectual,physical,1
advanced,modern,0
superior,inferior,1
sober,steady,0
exclusive,inclusive,1
wonderful,grand,0
young,mature,1
present,future,1
limited,unrestricted,1
critical,uncritical,1
puffy,little,1
fatal,black,0
general,indefinite,0
large,enormous,0
subatomic,large,1
subordinate,dominant,1
previous,future,1
corporeal,mental,1
intolerant,tolerant,1
nominal,titular,0
defunct,operative,1
intrinsic,external,1
last,first,1
preventative,prophylactic,0
mixed,segregated,1
bound,unbound,1
toxic,nontoxic,1
earnest,warm,0
hale,healthy,0
repulsive,attractive,1
opaque,clear,1
charming,natural,1
general,particular,1
rigorous,strict,0
irrelevant,relative,1
comfortable,narrow,1
delighted,pleased,0
classical,hellenic,0
cheerful,pessimistic,1
uncommon,ordinary,1
reserved,distant,0
amorphous,organic,1
despicable,low,0
molar,molecular,1
socialist,capitalist,1
unplanned,unintentional,0
mutable,immutable,1
common,noble,1
deep,obscure,0
gentle,intense,1
unholy,holy,1
hairy,haired,0
insensitive,sensitive,1
abrupt,smooth,1
capable,incapable,1
great,enormous,0
irregular,perfect,1
amphoteric,acidic,1
exclusionary,inclusionary,1
deciduous,evergreen,1
novel,old,1
enough,adequate,0
planetary,national,1
inseparable,individual,0
free,unrestrained,0
unavailable,available,1
irregular,abnormal,0
ridiculous,serious,1
merciful,compassionate,0
old,immature,1
intransitive,transitive,1
conceptual,concrete,1
similar,homogenous,0
sexual,nonsexual,1
southern,southerly,0
unlawful,wrongful,0
constant,variable,1
top,better,0
sixth,6th,0
privy,private,0
prominent,inconspicuous,1
actual,fictitious,1
infinite,perfect,0
ugly,good,1
limp,stiff,1
ready,apt,0
unicameral,bicameral,1
unincorporated,organized,1
worldly,mundane,0
mixed,homogeneous,1
characteristic,typical,0
good,bad,1
particular,distinguished,0
arithmetical,arithmetic,0
trustworthy,honest,0
heterogeneous,homogeneous,1
rotten,good,1
arid,wet,1
blasphemous,irreverent,0
inner,internal,0
second,forward,0
necessary,essential,0
dense,dull,0
natural,legitimate,0
next,last,1
smooth,flat,0
idle,unemployed,0
early,old,1
hidden,secret,0
stereophonic,monaural,1
unjust,FALSE,0
consistent,contradictory,1
unlike,different,0
pleasant,amusing,0
insecure,unstable,0
alive,lively,0
vigorous,powerful,0
inconsequential,important,1
lawful,illegal,1
fine,subtle,0
historic,legendary,1
ignorant,informed,1
tenacious,tough,0
wooded,treeless,1
periodic,irregular,1
astonishing,wonderful,0
proper,inappropriate,1
terrifying,terrific,0
unrealistic,realistic,1
gratuitous,unfounded,0
inferior,superior,1
late,middle,1
affordable,expensive,1
obsolete,dead,0
respectable,honorable,0
wicked,ungodly,0
former,subsequent,1
ephemeral,eternal,1
sharp,quick,0
bodily,mental,1
onshore,offshore,1
teeny,tiny,0
concrete,special,0
terrible,ordinary,1
fleshy,fat,0
savage,civilised,1
direct,indirect,1
commodious,spacious,0
digital,linear,1
actual,genuine,0
scared,frightened,0
sinful,ungodly,0
unthinkable,thinkable,1
reduced,high,1
light,heavy,1
archaic,new,1
majestic,proud,0
subtractive,additive,1
bad,standard,1
amusing,sad,1
spacious,broad,0
graduate,postgraduate,0
misty,cloudy,0
anhydrous,hydrated,1
prenatal,postnatal,1
impartial,fair,0
general,precise,1
extraordinary,everyday,1
worthless,useless,0
hapless,unlucky,0
erratic,strange,0
delicate,refined,0
loud,garish,0
sticky,cohesive,0
large,gigantic,0
harmful,injurious,0
individual,respective,0
telic,atelic,1
bent,common,0
supreme,sovereign,0
substantive,substantial,0
centrist,left,1
ultrasonic,audible,1
dry,arid,0
collegiate,academic,0
live,dummy,1
thick,close,0
more,increased,0
steady,unstable,1
black,grim,0
young,experienced,1
immediate,next,0
corporate,separate,1
quick,sensitive,0
austere,stark,0
liberal,free,0
rough,ragged,0
lawful,constitutional,0
wild,tame,1
small,diminished,0
mild,harsh,1
sane,healthy,0
adjunct,associate,0
approachable,affable,0
spiritual,platonic,0
viable,dead,1
determined,resolute,0
steep,gradual,1
similar,different,1
audible,inaudible,1
acceptable,popular,0
insignificant,important,1
absurd,preposterous,0
original,primary,0
brown,tawny,0
near,remote,1
soft,subdued,0
mild,kind,0
tolerant,liberal,0
FALSE,TRUE,1
faithful,unfaithful,1
proud,arrogant,0
ordinary,uncommon,1
optional,discretionary,0
incorrect,grammatical,1
important,grave,0
bland,soft,0
counterclockwise,clockwise,1
hard,fresh,1
unacceptable,impossible,0
hateful,mean,0
secret,mysterious,0
edible,inedible,1
unusual,common,1
stubborn,unyielding,0
affable,gracious,0
upstream,downstream,1
brilliant,dull,1
good,evil,1
subdued,loud,1
real,material,0
funny,peculiar,0
natural,affected,1
progressive,regressive,1
TRUE,unwavering,0
unidimensional,multidimensional,1
sure,unsure,1
naive,sophisticated,1
mild,severe,1
extensive,small,1
unused,active,1
dumb,vulgar,0
grand,princely,0
convenient,appropriate,0
gray,greyish,0
offensive,defensive,1
heavy,sound,0
female,masculine,1
destitute,poor,0
extreme,close,1
jumpy,nervous,0
vivid,graphic,0
hot,bad,1
previous,subsequent,1
masculine,male,0
adjusted,unadjusted,1
painful,painless,1
popular,cheap,0
common,refined,1
subordinate,superior,1
unskilled,good,1
structural,organic,0
impermissible,permissible,1
hot,cold,1
wonderful,strange,0
political,nonpolitical,1
agreeable,pleasant,0
glossy,smooth,0
exotic,familiar,1
typical,abnormal,1
critical,decisive,0
measurable,infinite,1
undue,due,1
integral,whole,0
like,pet,1
round,thin,1
cold,passionless,0
proper,decent,0
unbounded,finite,1
dead,living,1
painstaking,conscientious,0
various,uncertain,0
TRUE,truthful,0
haphazard,unplanned,0
sufficient,deficient,1
sticky,dry,1
mundane,everyday,0
miserly,greedy,0
lazy,sluggish,0
dark,blond,1
incorrect,right,1
transient,permanent,1
isotropic,anisotropic,1
ongoing,future,1
unenforceable,enforceable,1
prepared,disposed,0
heroic,noble,0
fastidious,difficult,0
uncoloured,coloured,1
fresh,old,1
angry,black,0
rough,smooth,1
great,neat,0
unimproved,improved,1
wide,closed,1
quick,lively,0
classy,cool,0
rude,bloody,0
armed,unarmed,1
extraordinary,singular,0
hereditary,familial,0
eastern,west,1
ready,willing,0
inorganic,organic,1
pleasant,nice,0
dishonest,deceitful,0
quick,alert,0
bent,crooked,0
pristine,original,0
great,long,0
gracious,nice,0
principal,subordinate,1
crooked,straight,1
dismal,dreary,0
geological,geologic,0
indifferent,concerned,1
supreme,subordinate,1
depraved,immoral,0
dismissive,interested,1
rightful,TRUE,0
creative,destructive,1
intentional,unintentional,1
salty,sweet,1
boisterous,rough,0
composite,simple,1
acidic,amphoteric,1
plus,minus,1
low,refined,1
faithful,sincere,0
happy,unfortunate,1
equal,fellow,0
fresh,novel,0
smooth,soft,0
common,superior,1
low,small,0
transitory,permanent,1
outgoing,incoming,1
everyday,strange,1
righteous,holy,0
ultimate,first,1
detestable,abominable,0
everyday,casual,0
stubborn,inflexible,0
conventional,typical,0
big,mild,1
surprising,extraordinary,0
wrong,outside,1
positive,indisputable,0
last,best,1
stubby,long,1
uninvolved,involved,1
spiritual,bodily,1
trivial,common,0
internal,exterior,1
elusive,easy,1
resistant,susceptible,1
vertical,upright,0
grim,relentless,0
arrogant,high,0
sufficient,enough,0
strong,violent,0
unmixed,simple,0
fortunate,happy,0
normal,perpendicular,0
extraordinary,ordinary,1
sinful,criminal,0
central,middle,0
untraditional,traditional,1
bored,interested,1
insignificant,significant,1
inboard,outboard,1
subterranean,open,1
adjacent,near,0
light,thick,1
circular,perfect,0
brown,mahogany,0
connotative,denotative,1
corporeal,incorporeal,1
serious,sober,0
central,focal,0
good,propitious,0
awesome,amazing,0
disorderly,orderly,1
latter,last,0
basic,introductory,0
differential,special,0
overall,specific,1
pure,guiltless,0
profane,blasphemous,0
lay,professional,1
minimum,minimal,0
bad,negative,0
unmixed,pure,0
pure,impure,1
required,optional,1
fearless,courageous,0
volcanic,intrusive,1
soft,stony,1
small,large,1
tedious,boring,0
violent,natural,1
marked,unmarked,1
lifelong,short,1
great,foremost,0
fancy,plain,1
metaphorical,figurative,0
descriptive,prescriptive,1
close,careful,0
literal,FALSE,1
lateral,mesial,1
double,single,1
mandatory,required,0
rigid,inflexible,0
unleaded,leaded,1
idiographic,nomothetic,1
spurious,genuine,1
dangerous,severe,0
immaterial,incorporeal,0
nude,clothed,1
untrustworthy,trustworthy,1
lightweight,important,1
crude,refined,1
balanced,unbalanced,1
nationalistic,chauvinistic,0
atypical,normal,1
clever,ingenious,0
cold,mild,1
unable,impotent,0
violent,gentle,1
legitimate,illegitimate,1
big,handsome,0
enhanced,better,0
adjoining,adjacent,0
athletic,vigorous,0
comic,farcical,0
synchronous,asynchronous,1
decent,fair,0
systematic,methodical,0
sectional,local,0
flat,erect,1
straight,square,0
formal,external,0
fresh,smart,0
annoyed,pleased,1
frozen,unfrozen,1
chilling,cold,0
brief,succinct,0
nonessential,essential,1
stripped,bare,0
dirty,nasty,0
palmate,simple,1
extensive,wide,0
popular,public,0
apathetic,indifferent,0
uninterested,interested,1
foul,filthy,0
tall,lofty,0
alternative,primary,1
free,enslaved,1
dictatorial,democratic,1
tractable,intractable,1
bankrupt,solvent,1
hot,glowing,0
cold,original,1
old,aged,0
dirty,foul,0
abusive,fraudulent,0
meaningless,meaningful,1
treacherous,perfidious,0
autonomic,voluntary,1
arabian,arab,0
matriarchal,patriarchal,1
outspoken,vocal,0
unstable,stable,1
compressed,thick,1
octogenarian,young,1
ecumenical,general,0
untalented,talented,1
particular,exceptional,0
productive,profitable,0
significant,insignificant,1
visionary,practical,1
wry,dry,0
transnational,multinational,0
determinate,indeterminate,1
juicy,luscious,0
privy,secret,0
syllabic,accentual,1
smooth,hard,1
extraordinary,enormous,0
rough,exact,1
mammoth,small,1
respectable,good,0
unreal,real,1
angular,straight,1
grotesque,monstrous,0
dull,boring,0
soft,resistant,1
rusty,dark,0
horrible,awful,0
prominent,outstanding,0
automated,manual,1
interested,uninvolved,1
quick,hasty,0
frozen,icy,0
responsible,irresponsible,1
overbearing,tyrannical,0
loose,responsible,1
chief,master,0
last,likely,1
diploid,haploid,1
plain,ornate,1
active,prompt,0
tragic,dramatic,0
silent,calm,0
frank,forthright,0
latter,aforementioned,1
sure,uncertain,1
dangerous,grave,0
crucial,essential,0
abaxial,adaxial,1
elegant,polished,0
brackish,sweet,1
ambitious,bold,0
light,demanding,1
exuberant,rich,0
qualitative,quantitative,1
aerial,real,1
dolichocephalic,brachycephalic,1
immense,small,1
essential,incidental,1
disabled,crippled,0
serrate,smooth,1
unloaded,loaded,1
pernicious,wicked,0
hot,acrid,0
foul,fair,1
delicate,easy,1
previous,late,0
fleshy,slender,1
limpid,clear,0
strong,ardent,0
ineffective,effective,1
youthful,old,1
geometric,geometrical,0
kind,cruel,1
close,generous,1
thick,extreme,0
inconvenient,embarrassing,0
unpaid,professional,1
unfocused,focused,1
mental,physical,1
nocturnal,diurnal,1
somatic,parietal,0
wealthy,opulent,0
vast,narrow,1
tropical,cold,1
sublime,solemn,0
sacred,profane,1
inclined,horizontal,1
offensive,inoffensive,1
angry,troublesome,0
taxable,exempt,1
southern,south,0
brownish,brown,0
FALSE,mistaken,0
hostile,warlike,0
chauvinistic,nationalistic,0
cultured,refined,0
refreshing,old,1
interested,uninterested,1
compatible,incompatible,1
solid,profound,0
perpetual,eternal,0
additive,positive,0
mistaken,correct,1
subdued,soft,0
enormous,immense,0
deductive,inductive,1
logical,illogical,1
transferable,inalienable,1
accurate,incorrect,1
robust,forceful,0
crude,gross,0
grand,splendid,0
common,extraordinary,1
