pairid,A-word,B-word,Jones2002,Jones2012,Paradis2009Elicit,Paradis2009Judge,deWeijer2012,LowFreq,Canonical,CorePair,WordNet,Ant-Type,Morpological,POS,WordNet-Has-Antonyms,A-WordNet-Antonym,B-WordNet-Antonym,A-WordNet-Synsets,B-WordNet-Synsets
274,gradual,steep,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,sudden;steep;,gradual,3,6
275,sure,unsure,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,unsure,sure,10,2
276,naive,sophisticated,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,sophisticated,naive,5,7
277,defensive,offensive,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,offensive,defensive;inoffensive;,3,8
278,dead,living,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,living;live;alive;,dead,21,17
279,armed,unarmed,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,armless;unarmed;,armed,5,3
280,crooked,straight,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,straight,crooked;curved;curly;,5,21
281,incoming,outgoing,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,outgoing,incoming,3,4
282,extraordinary,ordinary,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,ordinary,extraordinary,3,7
283,insignificant,significant,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,significant,nonsignificant;insignificant;,4,4
284,disorderly,orderly,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,orderly,disorderly,3,4
285,marked,unmarked,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,unmarked,marked,18,2
286,double,single,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,single,double;multiple;,21,10
287,illegitimate,legitimate,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,legitimate,illegitimate,3,7
288,meaningful,meaningless,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,meaningless,meaningful,1,1
289,stable,unstable,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,unstable,stable,7,6
290,real,unreal,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,unreal;nominal;,real,13,4
291,irresponsible,responsible,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,responsible,irresponsible,1,3
292,qualitative,quantitative,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,quantitative,qualitative;syllabic;,2,3
293,loaded,unloaded,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,unloaded,loaded,10,3
294,fair,foul,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,foul;unfair;,fair,17,16
295,effective,ineffective,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,ineffective,effective,6,3
296,mental,physical,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,physical,mental,5,7
298,conscious,unconscious,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,unconscious,conscious,3,4
299,convenient,inconvenient,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,inconvenient,convenient,2,2
300,external,internal,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,internal,external,5,5
301,happy,unhappy,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,unhappy,happy,4,4
302,covert,overt,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,overt,covert,4,1
303,counterfeit,genuine,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,genuine,counterfeit,3,3
304,accessible,inaccessible,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,inaccessible,accessible,4,2
305,empirical,theoretical,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,theoretical,empirical;applied;,2,2
306,predictable,unpredictable,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,unpredictable,predictable,1,3
307,abundant,scarce,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,scarce,abundant,1,2
308,affirmative,negative,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,negative,positive;affirmative;neutral;,4,12
309,sour,sweet,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,sweeten;sweet;,dry;sour;,11,16
310,conventional,unconventional,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,unconventional;nuclear;,conventional,7,3
311,restricted,unrestricted,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,unrestricted,restricted,7,5
312,pleasant,unpleasant,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,unpleasant,pleasant,2,1
313,lean,rich,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,rich,poor;lean;,10,13
314,plural,singular,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,singular,plural,3,7
315,negative,positive,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,positive;affirmative;neutral;,negative,12,13
316,useful,useless,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,useless,useful,2,1
317,familiar,strange,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,strange;unfamiliar;,familiar,7,3
318,coastal,inland,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,inland,coastal,2,2
319,maximum,minimum,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,minimum,maximum,4,3
320,necessary,unnecessary,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,unnecessary,necessary,3,1
321,familiar,unfamiliar,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,strange;unfamiliar;,familiar,7,1
322,dramatic,lyric,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,undramatic;lyric;,dramatic,4,7
323,obligatory,optional,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,optional,obligatory,2,1
324,absolute,relative,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,relative,absolute,6,4
325,early,late,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,middle;late;,early,9,11
326,clear,cloudy,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,opaque;cloudy;bounce;unclear;,clear,45,3
327,intoxicated,sober,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,sober,intoxicated,5,7
328,explicit,implicit,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,implicit,explicit,2,2
329,compound,simple,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,simple,complex;compound;,11,9
330,cerebral,emotional,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,emotional,cerebral;unemotional;,2,4
331,analytic,synthetic,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,synthetic,analytic,4,7
332,known,unknown,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,unknown,known,12,8
333,alternating,direct,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,direct,inverse;indirect;alternating;retrograde;,7,24
334,coarse,fine,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,fine,coarse,3,10
335,direct,inverse,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,inverse;indirect;alternating;retrograde;,direct,24,3
336,indoor,outdoor,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,outdoor,indoor,2,2
337,medical,surgical,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,surgical,medical;nonsurgical;,4,3
338,aged,young,n,n,n,n,n,n,n,n,y,scalar-unbounded,n,adj,both,young,aged;old;,9,14
339,complete,incomplete,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,incomplete,complete,10,2
340,few,many,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,many,few,2,1
341,general,local,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,local;specific;particular;,express;national;general;,10,5
342,efficient,inefficient,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,inefficient,efficient,2,2
343,short,tall,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,long;tall;,short,23,5
344,anterior,posterior,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,posterior,anterior,3,4
345,involuntary,voluntary,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,voluntary,involuntary,2,4
346,deep,shallow,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,shallow,deep,21,6
347,acute,chronic,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,obtuse;chronic;,acute,7,3
348,active,extinct,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,dormant;inactive;passive;quiet;stative;extinct;,extant;active;,17,3
349,complex,simple,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,simple,complex;compound;,5,9
350,endemic,epidemic,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,cosmopolitan;epidemic;,endemic,5,2
352,consistent,inconsistent,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,inconsistent,consistent,4,3
353,gross,net,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,net,gross,10,12
355,irrational,rational,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,rational,irrational,3,5
356,abstract,concrete,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,concrete,abstract,9,5
357,conditional,unconditional,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,unconditional,conditional,2,3
358,intermediate,terminal,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,terminal,intermediate,4,9
359,following,leading,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,leading,following,30,20
360,fair,unfair,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,foul;unfair;,fair,17,1
361,conventional,nuclear,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,unconventional;nuclear;,conventional,7,4
362,reliable,unreliable,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,unreliable,reliable,3,4
363,foolish,wise,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,wise,foolish,2,7
364,impractical,practical,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,practical,impractical,2,4
365,definite,indefinite,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,indefinite,definite,2,2
366,orthodox,unorthodox,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,unorthodox,orthodox,3,2
367,relaxed,tense,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,tense,relaxed;relax;lax;,9,8
368,international,national,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,national,local;international;,3,8
369,irrelevant,relevant,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,relevant,irrelevant,1,1
370,downstairs,upstairs,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,upstairs,downstairs,2,4
371,left,right,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,right;center;,left;wrong;wrongly;,24,36
372,exterior,interior,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,interior,exterior,3,8
373,angular,rounded,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,rounded,angular,2,8
374,active,inactive,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,dormant;inactive;passive;quiet;stative;extinct;,active,17,10
375,nonviolent,violent,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,violent,nonviolent,2,5
376,maternal,paternal,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,paternal,maternal,4,4
377,imperfect,perfect,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,perfect,imperfect,3,5
378,cooked,raw,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,raw,cooked,6,14
379,least,most,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,most,least;fewest;,3,5
380,maximal,minimal,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,minimal,maximal,1,1
381,intended,unintended,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,unintended,intended,6,1
383,nonpartisan,partisan,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,partisan,nonpartisan,2,4
384,dependent,independent,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,independent,dependent,7,6
385,dystopian,utopian,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,utopian,dystopian,2,3
386,unworthy,worthy,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,worthy,unworthy,3,4
387,easy,uneasy,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,uneasy;difficult;,easy,15,5
388,green,ripe,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,ripe,green,14,5
390,expected,unexpected,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,unexpected,expected,7,1
391,geographic,magnetic,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,magnetic,nonmagnetic;antimagnetic;geographic;,2,5
392,compact,loose,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,loose,tight;compact;,10,18
393,front,rear,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,rear;back;,head;front;,13,11
394,particular,universal,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,universal;general;,particular,9,7
395,religious,secular,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,irreligious;secular;,religious,5,6
396,nasty,nice,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,nice,nasty,4,6
397,open,shut,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,shut;close;closed;,open,36,5
398,common,uncommon,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,uncommon;individual;,common,10,2
399,less,more,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,more,less;fewer;,5,5
400,hungry,thirsty,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,thirsty,hungry,2,4
401,fertile,sterile,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,sterile,fertile,4,3
403,former,latter,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,latter,former,5,2
404,eastern,western,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,western,eastern,5,6
405,curly,straight,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,straight,crooked;curved;curly;,1,21
406,civilian,military,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,serviceman;military;,civilian;unmilitary;,2,4
407,far,near,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,near,far,10,9
408,able,unable,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,unable,able,4,3
410,decreased,increased,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,increased,decreased,3,3
411,centralized,decentralized,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,decentralized,centralized,2,2
412,fit,unfit,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,unfit,fit,16,4
413,inward,outward,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,outward,inward,4,3
414,invisible,visible,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,visible,invisible,2,3
417,close,open,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,open;distant;,shut;close;closed;,37,36
418,actual,potential,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,potential,actual,5,4
419,empty,full,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,full;fill;,empty;thin;,10,13
420,earthly,heavenly,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,heavenly,earthly,1,3
421,numerical,verbal,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,verbal,numerical,3,6
422,north,south,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,south,north,9,7
423,prospective,retrospective,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,retrospective,prospective,1,2
424,dull,lively,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,sharp;bright;sharpen;lively;,dull,19,6
425,frivolous,serious,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,serious,frivolous,1,6
426,likely,unlikely,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,unlikely,likely,5,3
427,aware,unaware,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,unaware,aware,2,1
428,little,much,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,big;much;,little,10,7
429,irregular,regular,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,regular,irregular,11,17
430,dead,live,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,living;live;alive;,recorded;dead;,21,19
431,ill,well,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,well,badly;ill;,9,22
432,fortunate,unfortunate,n,n,n,n,n,n,n,n,y,tbd,y,adj,both,unfortunate,fortunate,3,4
433,retail,wholesale,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,wholesale,retail,4,5
434,forward,reverse,n,n,n,n,n,n,n,n,y,tbd,n,adj,both,backward;reverse;,forward;obverse;,12,14
437,accept,reject,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,refuse;reject;,accept;admit;,11,8
438,defendant,plaintiff,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,plaintiff,defendant,1,1
439,closing,opening,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,opening,closing,23,25
440,follower,leader,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,leader,follower,2,2
441,fertility,infertility,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,infertility,fertility,3,1
442,competence,incompetence,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,incompetence,competence,1,2
443,loser,winner,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,winner;achiever;,loser,3,3
444,beginning,ending,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,middle;ending;,beginning,16,9
445,head,tail,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,rear;foot;tail;,head,42,11
446,best,worst,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,worst,best,43,20
447,creditor,debtor,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,debtor,creditor,1,1
448,inner,outer,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,outer,inner,6,13
449,head,rear,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,rear;foot;tail;,head;front;,42,11
450,clarity,obscurity,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,obscurity;opacity;,clarity;prominence;,2,3
451,danger,safety,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,safety,danger,4,6
452,deficit,lead,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,lead,deficit,4,31
453,buy,sell,n,n,n,n,n,n,n,n,y,converse,n,noun,both,sell,buy,6,9
454,silence,sound,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,sound,silence;unsound;,6,24
455,pull,push,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,push,pull,24,15
456,disorder,order,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,order,disorder,5,24
457,defence,offence,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,offence,defence,11,5
458,convergence,divergence,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,divergence,convergence,4,4
459,intelligence,stupidity,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,stupidity,intelligence,5,2
460,decline,improvement,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,improvement,decline,11,3
461,hardware,software,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,software,hardware,3,1
462,export,import,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,import,export,4,8
463,analysis,synthesis,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,synthesis,analysis,6,3
464,preparation,resolution,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,resolution,preparation,8,11
465,instability,stability,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,stability,instability,4,3
466,figure,ground,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,ground,figure,18,30
467,lock,unlock,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,unlock,lock,15,3
468,acquaintance,stranger,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,stranger,acquaintance,3,5
469,opacity,transparency,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,clarity;transparency;,opacity,3,3
470,dislike,liking,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,liking;like;,dislike,3,6
471,separation,union,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,union,disunion;nonunion;separation;,9,13
472,birth,death,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,death,birth,6,8
473,cash,credit,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,credit,debit;cash;,4,13
474,answer,question,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,question,answer,15,11
475,foot,head,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,head,rear;foot;tail;,14,42
476,boy,girl,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,girl,boy,4,5
477,borrower,lender,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,lender,borrower,1,1
478,prefix,suffix,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,suffix,prefix,2,2
479,obscurity,prominence,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,clarity;prominence;,obscurity,3,3
480,equality,inequality,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,inequality,equality,2,1
482,defense,offense,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,offense;prosecution;,defense,12,5
483,aunt,uncle,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,uncle,aunt,1,2
484,dislike,like,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,liking;like;,dislike;unlike;,3,11
485,immortality,mortality,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,mortality,immortality,2,2
486,man,woman,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,woman,man,13,4
487,hit,miss,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,miss,attend;hit;have;,24,12
488,mistrust,trust,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,trust,distrust;mistrust;,3,12
489,location,studio,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,studio,location,4,3
490,competition,cooperation,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,cooperation,competition,4,2
491,difficulty,ease,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,ease,difficulty,4,9
492,bear,bull,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,bull,bear,15,15
493,credit,debit,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,debit;cash;,credit,13,2
494,employee,employer,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,employer,employee,1,1
495,action,inaction,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,inaction,action,12,1
496,joy,sorrow,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,sorrow,joy,4,5
497,pain,pleasure,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,pleasure,pain,7,5
498,child,parent,n,n,n,n,n,n,n,n,y,converse,n,noun,both,parent,child,4,3
499,insanity,sanity,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,sanity,insanity,1,1
500,acceptance,rejection,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,rejection,acceptance,7,4
501,happiness,sadness,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,sadness;unhappiness;,happiness,2,3
502,gain,loss,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,loss;reduce;fall_back;,gain,13,8
503,majority,minority,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,minority,majority,3,3
504,dissatisfaction,satisfaction,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,satisfaction,dissatisfaction,1,5
505,poverty,wealth,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,wealth,poverty,1,4
506,complexity,simplicity,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,simplicity,complexity,1,5
507,defeat,victory,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,victory,defeat,4,1
508,progress,regress,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,regress,progress,6,6
509,deaf,hearing,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,hearing,deaf,4,12
510,cry,laugh,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,laugh,cry,12,4
511,nephew,niece,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,niece,nephew,1,1
512,asset,liability,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,liability,asset,1,3
513,advance,retreat,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,retreat;back;recede;,advance,20,11
514,illness,wellness,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,wellness,illness,1,1
515,distrust,trust,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,trust,distrust;mistrust;,3,12
516,brother,sister,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,sister,brother,5,4
517,daughter,son,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,son,daughter,1,2
518,demand,supply,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,supply,demand,11,7
519,employment,unemployment,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,unemployment,employment,4,1
520,certainty,uncertainty,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,uncertainty,certainty,2,2
521,deflation,inflation,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,inflation,deflation,3,4
522,consistency,inconsistency,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,inconsistency,consistency,4,2
523,appearance,disappearance,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,disappearance,appearance,6,4
524,dove,hawk,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,hawk,dove,8,6
525,absence,presence,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,presence,absence,4,6
526,impossibility,possibility,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,possibility,impossibility,2,4
527,balance,imbalance,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,unbalance;imbalance;,balance,16,2
528,objective,subjective,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,subjective,objective,6,2
529,comedy,tragedy,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,tragedy,comedy,2,2
530,unwillingness,willingness,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,willingness,unwillingness,1,1
531,finish,start,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,start,stop;finish;,15,22
532,decrease,increase,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,increase,decrease,6,7
533,intolerance,tolerance,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,tolerance,intolerance,2,5
534,adult,juvenile,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,juvenile,adult,4,3
535,penalty,reward,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,reward,penalty,4,8
536,sunrise,sunset,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,sunset,sunrise,4,5
537,humility,pride,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,conceit;pride;,humility,2,6
538,fall,rise,n,n,n,n,n,n,n,n,y,reversive,n,noun,both,rise,fall;set;,44,27
539,fire,hire,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,hire,fire,18,5
540,give,take,n,n,n,n,n,n,n,n,y,reversive,n,noun,both,take,give,45,44
541,host,parasite,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,parasite,host,11,2
542,background,foreground,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,foreground,background,9,3
543,agreement,disagreement,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,disagreement,agreement,6,3
544,concentration,distribution,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,distribution;dilution;,concentration,7,4
545,despair,hope,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,hope,despair,3,9
546,disobedience,obedience,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,obedience,disobedience,2,3
547,adjective,substantive,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,substantive,adjective,4,4
548,falsehood,truth,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,truth,falsehood;falsity;,2,5
549,day,night,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,night,day,10,8
550,comfort,discomfort,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,discomfort,comfort,9,2
551,shout,whisper,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,whisper,shout,5,3
552,folly,wisdom,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,wisdom,folly,4,5
