idx,cxn,cxntype,pairid,word1,word2,w1XprobY,w1XtopY,w1XtopYprob,w1X2ndY,w1X3rdY,w1X4thY,w1X5thY,w1YprobX,w1YtopX,w1YtopXprob,w1Y2ndX,w1Y3rdX,w1Y4thX,w1Y5thX,w2XprobY,w2XtopY,w2XtopYprob,w2X2ndY,w2X3rdY,w2X4thY,w2X5thY,w2YprobX,w2YtopX,w2YtopXprob,w2Y2ndX,w2Y3rdX,w2Y4thX,w2Y5thX
3883,fromto,j-transitional,152,immature,mature,0.4113,mature,0.4113,advanced,adult,competent,immature,0.3917,mature,0.3917,advanced,adult,competent,immature,0.0725,mature,0.1559,advanced,adult,competent,immature,0.0394,infant,0.1162,advanced,adult,competent,immature
3884,question,j-interrogative,152,immature,mature,0.0997,mature,0.0997,advanced,not,adult,older,0.4306,mature,0.4306,advanced,not,adult,older,0.0421,not,0.1792,advanced,not,adult,older,0.0381,young,0.2079,advanced,not,adult,older
3885,XbutY,contrastive,152,immature,mature,0.0033,capable,0.0497,competent,intelligent,talented,effective,0.0034,talented,0.1284,competent,intelligent,talented,effective,0.0081,young,0.0414,competent,intelligent,talented,effective,0.0049,young,0.2124,competent,intelligent,talented,effective
3886,XyetY,contrastive,152,immature,mature,0.0277,.,0.0418,powerful,competent,capable,mature,0.0014,as,0.4795,powerful,competent,capable,mature,0.0128,?,0.0891,powerful,competent,capable,mature,0.0,not,0.954,powerful,competent,capable,mature
3887,versus,j-residual,152,immature,mature,0.4206,mature,0.4206,advanced,adult,immature,?,0.4047,mature,0.4047,advanced,adult,immature,?,0.021,young,0.0777,advanced,adult,immature,?,0.0288,young,0.1554,advanced,adult,immature,?
3888,alike,j-coordinated,153,bold,timid,0.041,brave,0.0633,daring,timid,courageous,bold,0.0455,brave,0.1241,daring,timid,courageous,bold,0.2542,bold,0.2542,daring,timid,courageous,bold,0.414,bold,0.414,daring,timid,courageous,bold
3889,whether,j-coordinated,153,bold,timid,0.0001,not,0.2108,otherwise,bold,small,simple,0.0,small,0.0612,otherwise,bold,small,simple,0.069,aggressive,0.0972,otherwise,bold,small,simple,0.2308,bold,0.2308,otherwise,bold,small,simple
3890,either,j-coordinated,153,bold,timid,0.0,gray,0.0411,text,not,bold,otherwise,0.0,white,0.0665,text,not,bold,otherwise,0.0154,aggressive,0.0791,text,not,bold,otherwise,0.0708,bold,0.0708,text,not,bold,otherwise
3891,neither,j-coordinated,153,bold,timid,0.0186,brave,0.0373,courageous,modest,timid,daring,0.0137,brave,0.0946,courageous,modest,timid,daring,0.1473,bold,0.1473,courageous,modest,timid,daring,0.273,bold,0.273,courageous,modest,timid,daring
3892,both,j-coordinated,153,bold,timid,0.0002,bold,0.0315,simple,small,white,subtle,0.0,small,0.0501,simple,small,white,subtle,0.0178,confident,0.0362,simple,small,white,subtle,0.1577,bold,0.1577,simple,small,white,subtle
3893,aswellas,j-coordinated,153,bold,timid,0.0,the,0.0389,color,red,small,bold,0.0002,simple,0.0477,color,red,small,bold,0.0122,courageous,0.0422,color,red,small,bold,0.0627,courageous,0.0679,color,red,small,bold
3894,or,j-coordinated,153,bold,timid,0.0,otherwise,0.1987,similar,lower,not,bold,0.0,bold,0.0833,similar,lower,not,bold,0.003,timid,0.0373,similar,lower,not,bold,0.0464,bold,0.0464,similar,lower,not,bold
3895,and,j-coordinated,153,bold,timid,0.0,bold,0.049,white,green,red,highlighted,0.0,bold,0.083,white,green,red,highlighted,0.0009,vulnerable,0.0253,white,green,red,highlighted,0.0038,weak,0.0725,white,green,red,highlighted
3896,XnotY,j-negated,153,bold,timid,0.0,included,0.1623,specified,quoted,used,marked,0.0,but,0.4889,specified,quoted,used,marked,0.0054,afraid,0.0438,specified,quoted,used,marked,0.0,but,0.5519,specified,quoted,used,marked
3897,XcommanotY,j-negated,153,bold,timid,0.0,quoted,0.0312,included,shown,required,used,0.0,bold,0.0724,included,shown,required,used,0.0094,courageous,0.0332,included,shown,required,used,0.0451,courageous,0.0474,included,shown,required,used
3898,notXbutY,j-negated,153,bold,timid,0.0009,true,0.0273,honest,cautious,bold,courageous,0.0016,big,0.0855,honest,cautious,bold,courageous,0.0154,confident,0.0415,honest,cautious,bold,courageous,0.0326,shy,0.0632,honest,cautious,bold,courageous
3899,notXcommaY,j-negated,153,bold,timid,0.0001,but,0.122,bold,yet,</s>,not,0.0,ification,0.0759,bold,yet,</s>,not,0.0047,but,0.1846,bold,yet,</s>,not,0.0166,shy,0.0753,bold,yet,</s>,not
3900,XandnotY,j-negated,153,bold,timid,0.0,specified,0.0611,marked,included,quoted,ated,0.0,small,0.0574,marked,included,quoted,ated,0.0074,confident,0.0415,marked,included,quoted,ated,0.0525,courageous,0.0667,marked,included,quoted,ated
3901,insteadof,j-negated,153,bold,timid,0.0,color,0.06,text,type,white,bold,0.0,bold,0.1466,text,type,white,bold,0.0959,courageous,0.1685,text,type,white,bold,0.1156,courageous,0.1632,text,type,white,bold
3902,opposedto,j-negated,153,bold,timid,0.0,bold,0.0585,text,white,type,color,0.0,bold,0.1696,text,white,type,color,0.0359,aggressive,0.0903,text,white,type,color,0.082,bold,0.082,text,white,type,color
3903,XbutnotY,restrictive,153,bold,timid,0.0,quoted,0.0468,included,always,required,exclusive,0.0,big,0.0731,included,always,required,exclusive,0.0003,afraid,0.1826,included,always,required,exclusive,0.0017,cautious,0.2313,included,always,required,exclusive
3904,notXbutnotY,negatedX2,153,bold,timid,0.0026,stupid,0.0484,surprising,insignificant,boring,subtle,0.0005,bad,0.0472,surprising,insignificant,boring,subtle,0.0794,confident,0.0814,surprising,insignificant,boring,subtle,0.2028,bold,0.2028,surprising,insignificant,boring,subtle
3905,notonlyXbutY,additive,153,bold,timid,0.0,courageous,0.0354,effective,dangerous,daring,brave,0.0,brave,0.0392,effective,dangerous,daring,brave,0.0002,cowardly,0.0405,effective,dangerous,daring,brave,0.0005,weak,0.0796,effective,dangerous,daring,brave
3906,notXbutjustY,restrictive,153,bold,timid,0.0001,right,0.0912,plain,enough,...,that,0.0,bold,0.0631,plain,enough,...,that,0.0007,shy,0.0867,plain,enough,...,that,0.0026,stupid,0.1657,plain,enough,...,that
3907,morethan,j-comparative,153,bold,timid,0.0003,ever,0.0877,usual,others,most,expected,0.0002,bold,0.0411,usual,others,most,expected,0.005,ever,0.0478,usual,others,most,expected,0.0296,aggressive,0.0678,usual,others,most,expected
3908,ratherthan,j-comparative,153,bold,timid,0.0,type,0.0509,color,white,text,bold,0.001,simple,0.0649,color,white,text,bold,0.1325,bold,0.1325,color,white,text,bold,0.08,courageous,0.1277,color,white,text,bold
3909,between,j-distinguished,153,bold,timid,0.0,white,0.0837,bold,black,gray,green,0.0,white,0.0953,bold,black,gray,green,0.0873,bold,0.0873,bold,black,gray,green,0.1456,bold,0.1456,bold,black,gray,green
3910,fromto,j-transitional,153,bold,timid,0.0,bold,0.3396,black,green,white,red,0.0,bold,0.2279,black,green,white,red,0.1048,confident,0.1079,black,green,white,red,0.0936,bold,0.0936,black,green,white,red
3911,question,j-interrogative,153,bold,timid,0.0,not,0.1343,otherwise,white,blue,bold,0.0,bold,0.0951,otherwise,white,blue,bold,0.0652,courageous,0.0863,otherwise,white,blue,bold,0.1932,bold,0.1932,otherwise,white,blue,bold
3912,XbutY,contrastive,153,bold,timid,0.0,true,0.1921,accurate,necessary,informative,relevant,0.0085,small,0.1949,accurate,necessary,informative,relevant,0.0051,determined,0.0543,accurate,necessary,informative,relevant,0.0258,strong,0.042,accurate,necessary,informative,relevant
3913,XyetY,contrastive,153,bold,timid,0.0,.,0.1284,:,),true,...,0.0031,simple,0.1529,:,),true,...,0.0191,confident,0.0853,:,),true,...,0.0291,not,0.2308,:,),true,...
3914,versus,j-residual,153,bold,timid,0.0,text,0.073,white,bold,black,green,0.0,bold,0.192,white,bold,black,green,0.0323,aggressive,0.2499,white,bold,black,green,0.1357,aggressive,0.254,white,bold,black,green
3915,alike,j-coordinated,154,paid,unpaid,0.4686,unpaid,0.4686,volunteer,volunteers,not,free,0.0945,free,0.1537,volunteer,volunteers,not,free,0.2229,paid,0.2229,volunteer,volunteers,not,free,0.9247,paid,0.9247,volunteer,volunteers,not,free
3916,whether,j-coordinated,154,paid,unpaid,0.4307,unpaid,0.4307,not,otherwise,volunteer,free,0.0898,free,0.2263,not,otherwise,volunteer,free,0.0176,not,0.2285,not,otherwise,volunteer,free,0.9396,paid,0.9396,not,otherwise,volunteer,free
3917,either,j-coordinated,154,paid,unpaid,0.1379,unpaid,0.1379,not,free,unknown,unused,0.0107,free,0.1882,not,free,unknown,unused,0.0042,accrued,0.0624,not,free,unknown,unused,0.3256,paid,0.3256,not,free,unknown,unused
3918,neither,j-coordinated,154,paid,unpaid,0.0002,received,0.2995,required,employed,expected,obligated,0.0,received,0.1079,required,employed,expected,obligated,0.0016,due,0.3534,required,employed,expected,obligated,0.6283,paid,0.6283,required,employed,expected,obligated
3919,both,j-coordinated,154,paid,unpaid,0.5858,unpaid,0.5858,free,not,volunteer,volunteers,0.0691,volunteer,0.2322,free,not,volunteer,volunteers,0.0128,earned,0.0488,free,not,volunteer,volunteers,0.8831,paid,0.8831,free,not,volunteer,volunteers
3920,aswellas,j-coordinated,154,paid,unpaid,0.0027,benefits,0.0486,the,bonuses,received,taxes,0.097,unpaid,0.097,the,bonuses,received,taxes,0.0013,owed,0.0429,the,bonuses,received,taxes,0.0052,accrued,0.291,the,bonuses,received,taxes
3921,or,j-coordinated,154,paid,unpaid,0.2655,unpaid,0.2655,otherwise,not,free,unknown,0.0694,free,0.1195,otherwise,not,free,unknown,0.0014,accrued,0.0969,otherwise,not,free,unknown,0.2846,paid,0.2846,otherwise,not,free,unknown
3922,and,j-coordinated,154,paid,unpaid,0.2841,unpaid,0.2841,other,paid,retired,.,0.0053,earned,0.0607,other,paid,retired,.,0.0032,unpaid,0.0808,other,paid,retired,.,0.0318,accrued,0.3535,other,paid,retired,.
3923,XnotY,j-negated,154,paid,unpaid,0.0002,received,0.0475,disclosed,.,required,paid,0.0,but,0.2225,disclosed,.,required,paid,0.0395,ional,0.0972,disclosed,.,required,paid,0.0001,but,0.4297,disclosed,.,required,paid
3924,XcommanotY,j-negated,154,paid,unpaid,0.0065,disclosed,0.0838,available,paid,required,specified,0.0634,unpaid,0.0634,available,paid,required,specified,0.0533,available,0.0843,available,paid,required,specified,0.0177,unpaid,0.0611,available,paid,required,specified
3925,notXbutY,j-negated,154,paid,unpaid,0.0024,...,0.1026,…,received,...,owed,0.005,paid,0.0728,…,received,...,owed,0.0083,owed,0.0587,…,received,...,owed,0.0767,paid,0.0767,…,received,...,owed
3926,notXcommaY,j-negated,154,paid,unpaid,0.0033,but,0.0234,or,000,no,2016,0.0003,required,0.0596,or,000,no,2016,0.0031,but,0.1464,or,000,no,2016,0.0402,available,0.0462,or,000,no,2016
3927,XandnotY,j-negated,154,paid,unpaid,0.0171,disclosed,0.0934,required,paid,exempt,available,0.0541,unpaid,0.0541,required,paid,exempt,available,0.0221,reported,0.0574,required,paid,exempt,available,0.0242,accrued,0.0302,required,paid,exempt,available
3928,insteadof,j-negated,154,paid,unpaid,0.0026,dues,0.0564,salary,taxes,benefits,received,0.0558,hourly,0.1013,salary,taxes,benefits,received,0.0921,paid,0.0921,salary,taxes,benefits,received,0.0973,accrued,0.1024,salary,taxes,benefits,received
3929,opposedto,j-negated,154,paid,unpaid,0.1033,unpaid,0.1033,free,salary,benefits,earned,0.1377,volunteer,0.1544,free,salary,benefits,earned,0.0749,paid,0.0749,free,salary,benefits,earned,0.0312,accrued,0.1388,free,salary,benefits,earned
3930,XbutnotY,restrictive,154,paid,unpaid,0.0013,employed,0.053,required,compensated,billed,entitled,0.001,contracted,0.0463,required,compensated,billed,entitled,0.0009,delinquent,0.0878,required,compensated,billed,entitled,0.0097,pending,0.1358,required,compensated,billed,entitled
3931,notXbutnotY,negatedX2,154,paid,unpaid,0.0006,required,0.0442,received,authorized,released,caught,0.001,required,0.0437,received,authorized,released,caught,0.0249,delinquent,0.0761,received,authorized,released,caught,0.6531,paid,0.6531,received,authorized,released,caught
3932,notonlyXbutY,additive,154,paid,unpaid,0.0001,also,0.2115,...,received,earned,got,0.0,elected,0.0804,...,received,earned,got,0.0014,also,0.1737,...,received,earned,got,0.001,illegal,0.0693,...,received,earned,got
3933,notXbutjustY,restrictive,154,paid,unpaid,0.0012,...,0.0171,working,started,waiting,wanted,0.0016,paid,0.0491,working,started,waiting,wanted,0.0053,fine,0.0188,working,started,waiting,wanted,0.017,illegal,0.1098,working,started,waiting,wanted
3934,morethan,j-comparative,154,paid,unpaid,0.0,average,0.0801,women,others,the,...,0.0008,hours,0.0713,women,others,the,...,0.0007,ever,0.2203,women,others,the,...,0.0846,due,0.1216,women,others,the,...
3935,ratherthan,j-comparative,154,paid,unpaid,0.0375,free,0.0833,volunteered,earned,volunteer,unpaid,0.0388,earned,0.1004,volunteered,earned,volunteer,unpaid,0.1665,paid,0.1665,volunteered,earned,volunteer,unpaid,0.0468,accrued,0.2746,volunteered,earned,volunteer,unpaid
3936,between,j-distinguished,154,paid,unpaid,0.6444,unpaid,0.6444,free,not,benefits,hourly,0.04,billed,0.1215,free,not,benefits,hourly,0.0499,owed,0.081,free,not,benefits,hourly,0.3784,paid,0.3784,free,not,benefits,hourly
3937,fromto,j-transitional,154,paid,unpaid,0.0397,free,0.175,unused,volunteer,unpaid,used,0.0629,free,0.3565,unused,volunteer,unpaid,used,0.1349,paid,0.1349,unused,volunteer,unpaid,used,0.225,paid,0.225,unused,volunteer,unpaid,used
3938,question,j-interrogative,154,paid,unpaid,0.3196,unpaid,0.3196,volunteer,free,not,volunteered,0.134,free,0.2366,volunteer,free,not,volunteered,0.0189,not,0.0772,volunteer,free,not,volunteered,0.4979,paid,0.4979,volunteer,free,not,volunteered
3939,XbutY,contrastive,154,paid,unpaid,0.1422,unpaid,0.1422,not,absent,...,suspended,0.1483,unpaid,0.1483,not,absent,...,suspended,0.0028,expected,0.0256,not,absent,...,suspended,0.0104,pending,0.0384,not,absent,...,suspended
3940,XyetY,contrastive,154,paid,unpaid,0.0004,?,0.5419,.,:,</s>,!,0.0,not,0.9731,.,:,</s>,!,0.0053,.,0.4066,.,:,</s>,!,0.0005,as,0.5991,.,:,</s>,!
3941,versus,j-residual,154,paid,unpaid,0.1273,unpaid,0.1273,hourly,benefits,salary,expenses,0.0229,hourly,0.1204,hourly,benefits,salary,expenses,0.0757,paid,0.0757,hourly,benefits,salary,expenses,0.1608,accrued,0.1712,hourly,benefits,salary,expenses
3942,alike,j-coordinated,155,local,national,0.4056,national,0.4056,international,regional,global,foreign,0.519,national,0.519,international,regional,global,foreign,0.5366,local,0.5366,international,regional,global,foreign,0.6844,local,0.6844,international,regional,global,foreign
3943,whether,j-coordinated,155,local,national,0.4912,national,0.4912,global,international,regional,not,0.5084,national,0.5084,global,international,regional,not,0.4283,local,0.4283,global,international,regional,not,0.6987,local,0.6987,global,international,regional,not
3944,either,j-coordinated,155,local,national,0.3191,national,0.3191,regional,international,statewide,state,0.5472,national,0.5472,regional,international,statewide,state,0.1212,international,0.3329,regional,international,statewide,state,0.4502,local,0.4502,regional,international,statewide,state
3945,neither,j-coordinated,155,local,national,0.4252,national,0.4252,global,regional,international,state,0.2919,national,0.2919,global,regional,international,state,0.0712,international,0.3579,global,regional,international,state,0.0886,state,0.1414,global,regional,international,state
3946,both,j-coordinated,155,local,national,0.319,national,0.319,international,global,worldwide,regional,0.4089,national,0.4089,international,global,worldwide,regional,0.1741,international,0.4336,international,global,worldwide,regional,0.5353,local,0.5353,international,global,worldwide,regional
3947,aswellas,j-coordinated,155,local,national,0.22,international,0.2355,national,global,regional,worldwide,0.3333,national,0.3333,national,global,regional,worldwide,0.1435,international,0.4388,national,global,regional,worldwide,0.2721,state,0.3842,national,global,regional,worldwide
3948,or,j-coordinated,155,local,national,0.5374,national,0.5374,regional,international,state,global,0.3987,national,0.3987,regional,international,state,global,0.1641,international,0.2382,regional,international,state,global,0.1175,state,0.5261,regional,international,state,global
3949,and,j-coordinated,155,local,national,0.4184,national,0.4184,regional,international,state,global,0.2933,state,0.3634,regional,international,state,global,0.0528,international,0.3588,regional,international,state,global,0.0917,state,0.6092,regional,international,state,global
3950,XnotY,j-negated,155,local,national,0.0,available,0.2404,ional,included,applicable,specified,0.0,but,0.4863,ional,included,applicable,specified,0.0004,specified,0.1841,ional,included,applicable,specified,0.0001,but,0.5042,ional,included,applicable,specified
3951,XcommanotY,j-negated,155,local,national,0.0175,local,0.0635,available,applicable,national,ranked,0.2073,national,0.2073,available,applicable,national,ranked,0.0672,local,0.0672,available,applicable,national,ranked,0.1001,state,0.1733,available,applicable,national,ranked
3952,notXbutY,j-negated,155,local,national,0.0449,national,0.0449,close,international,regional,...,0.0826,local,0.0934,close,international,regional,...,0.0806,local,0.0806,close,international,regional,...,0.3643,local,0.3643,close,international,regional,...
3953,notXcommaY,j-negated,155,local,national,0.0332,but,0.1198,national,not,either,local,0.0159,local,0.1174,national,not,either,local,0.0067,but,0.1576,national,not,either,local,0.0891,local,0.0891,national,not,either,local
3954,XandnotY,j-negated,155,local,national,0.0145,.,0.0553,ional,applicable,available,included,0.1168,national,0.1168,ional,applicable,available,included,0.0262,ional,0.2383,ional,applicable,available,included,0.106,state,0.1891,ional,applicable,available,included
3955,insteadof,j-negated,155,local,national,0.3505,national,0.3505,regional,global,state,metro,0.2416,national,0.2416,regional,global,state,metro,0.2177,state,0.4625,regional,global,state,metro,0.0908,state,0.3215,regional,global,state,metro
3956,opposedto,j-negated,155,local,national,0.3782,national,0.3782,regional,state,statewide,global,0.5071,national,0.5071,regional,state,statewide,global,0.2098,state,0.3717,regional,state,statewide,global,0.1837,regional,0.2664,regional,state,statewide,global
3957,XbutnotY,restrictive,155,local,national,0.0261,statewide,0.028,national,local,known,included,0.0232,regional,0.0436,national,local,known,included,0.048,state,0.0903,national,local,known,included,0.119,state,0.3209,national,local,known,included
3958,notXbutnotY,negatedX2,155,local,national,0.0866,national,0.0866,remote,regional,international,global,0.0351,foreign,0.0506,remote,regional,international,global,0.0672,international,0.1495,remote,regional,international,global,0.312,local,0.312,remote,regional,international,global
3959,notonlyXbutY,additive,155,local,national,0.1275,national,0.1275,international,global,also,nationally,0.0152,affordable,0.0321,international,global,also,nationally,0.016,international,0.3572,international,global,also,nationally,0.3527,local,0.3527,international,global,also,nationally
3960,notXbutjustY,restrictive,155,local,national,0.0026,nearby,0.0524,about,not,around,local,0.0287,local,0.0634,about,not,around,local,0.1144,local,0.1144,about,not,around,local,0.2811,local,0.2811,about,not,around,local
3961,morethan,j-comparative,155,local,national,0.1173,national,0.1173,global,ever,not,local,0.1713,global,0.3303,global,ever,not,local,0.2905,local,0.2905,global,ever,not,local,0.4323,local,0.4323,global,ever,not,local
3962,ratherthan,j-comparative,155,local,national,0.4072,national,0.4072,global,regional,international,remote,0.2946,national,0.2946,global,regional,international,remote,0.172,regional,0.2016,global,regional,international,remote,0.1184,regional,0.3992,global,regional,international,remote
3963,between,j-distinguished,155,local,national,0.3215,national,0.3215,international,regional,global,state,0.1489,national,0.1489,international,regional,global,state,0.0382,international,0.3781,international,regional,global,state,0.1696,state,0.4229,international,regional,global,state
3964,fromto,j-transitional,155,local,national,0.6045,national,0.6045,global,international,regional,state,0.1783,national,0.1783,global,international,regional,state,0.1738,state,0.2749,global,international,regional,state,0.4798,local,0.4798,global,international,regional,state
3965,question,j-interrogative,155,local,national,0.2745,national,0.2745,international,global,regional,foreign,0.2549,national,0.2549,international,global,regional,foreign,0.2999,local,0.2999,international,global,regional,foreign,0.3945,local,0.3945,international,global,regional,foreign
3966,XbutY,contrastive,155,local,national,0.0094,...,0.0497,not,...,international,…,0.0031,small,0.1323,not,...,international,…,0.0188,not,0.0743,not,...,international,…,0.1201,small,0.3079,not,...,international,…
3967,XyetY,contrastive,155,local,national,0.002,?,0.1149,unknown,.,unnamed,</s>,0.0001,not,0.9374,unknown,.,unnamed,</s>,0.0002,unnamed,0.2392,unknown,.,unnamed,</s>,0.0,not,0.9747,unknown,.,unnamed,</s>
3968,versus,j-residual,155,local,national,0.5666,national,0.5666,state,regional,statewide,nationwide,0.314,national,0.314,state,regional,statewide,nationwide,0.047,state,0.3918,state,regional,statewide,nationwide,0.1341,state,0.4234,state,regional,statewide,nationwide
3969,alike,j-coordinated,156,appropriate,inappropriate,0.4815,inappropriate,0.4815,not,appropriate,unacceptable,otherwise,0.351,inappropriate,0.351,not,appropriate,unacceptable,otherwise,0.084,appropriate,0.084,not,appropriate,unacceptable,otherwise,0.512,appropriate,0.512,not,appropriate,unacceptable,otherwise
3970,whether,j-coordinated,156,appropriate,inappropriate,0.0552,not,0.3585,appropriate,necessary,inappropriate,otherwise,0.0141,necessary,0.2605,appropriate,necessary,inappropriate,otherwise,0.0317,not,0.1592,appropriate,necessary,inappropriate,otherwise,0.5973,appropriate,0.5973,appropriate,necessary,inappropriate,otherwise
3971,either,j-coordinated,156,appropriate,inappropriate,0.1623,not,0.1776,inappropriate,appropriate,irrelevant,applicable,0.0066,appropriate,0.0516,inappropriate,appropriate,irrelevant,applicable,0.0005,offensive,0.1531,inappropriate,appropriate,irrelevant,applicable,0.0082,inappropriate,0.0935,inappropriate,appropriate,irrelevant,applicable
3972,neither,j-coordinated,156,appropriate,inappropriate,0.0045,necessary,0.2706,desirable,appropriate,adequate,feasible,0.001,necessary,0.2721,desirable,appropriate,adequate,feasible,0.0195,illegal,0.074,desirable,appropriate,adequate,feasible,0.0401,illegal,0.0893,desirable,appropriate,adequate,feasible
3973,both,j-coordinated,156,appropriate,inappropriate,0.0043,appropriate,0.0764,necessary,relevant,effective,acceptable,0.0003,appropriate,0.0367,necessary,relevant,effective,acceptable,0.0021,offensive,0.0597,necessary,relevant,effective,acceptable,0.0691,inappropriate,0.0925,necessary,relevant,effective,acceptable
3974,aswellas,j-coordinated,156,appropriate,inappropriate,0.0119,appropriate,0.0927,necessary,applicable,the,</s>,0.001,and,0.0684,necessary,applicable,the,</s>,0.0033,offensive,0.0355,necessary,applicable,the,</s>,0.0079,inappropriate,0.0878,necessary,applicable,the,</s>
3975,or,j-coordinated,156,appropriate,inappropriate,0.1534,inappropriate,0.1534,otherwise,not,appropriate,applicable,0.0016,appropriate,0.0754,otherwise,not,appropriate,applicable,0.0015,inappropriate,0.0741,otherwise,not,appropriate,applicable,0.0019,inappropriate,0.0914,otherwise,not,appropriate,applicable
3976,and,j-coordinated,156,appropriate,inappropriate,0.002,appropriate,0.1168,necessary,.,adequate,applicable,0.0001,safe,0.0656,necessary,.,adequate,applicable,0.0018,inappropriate,0.0815,necessary,.,adequate,applicable,0.0005,inappropriate,0.0644,necessary,.,adequate,applicable
3977,XnotY,j-negated,156,appropriate,inappropriate,0.0003,applicable,0.0672,required,specified,available,.,0.0,or,0.1817,required,specified,available,.,0.0485,applicable,0.0571,required,specified,available,.,0.0,but,0.5727,required,specified,available,.
3978,XcommanotY,j-negated,156,appropriate,inappropriate,0.0046,applicable,0.2259,appropriate,required,necessary,available,0.0521,inappropriate,0.0521,appropriate,required,necessary,available,0.0388,applicable,0.0905,appropriate,required,necessary,available,0.036,appropriate,0.036,appropriate,required,necessary,available
3979,notXbutY,j-negated,156,appropriate,inappropriate,0.004,...,0.0565,understandable,appropriate,necessary,relevant,0.0009,necessary,0.1697,understandable,appropriate,necessary,relevant,0.0085,inappropriate,0.1307,understandable,appropriate,necessary,relevant,0.0036,illegal,0.0613,understandable,appropriate,necessary,relevant
3980,notXcommaY,j-negated,156,appropriate,inappropriate,0.0201,or,0.1006,but,and,inappropriate,etc,0.0006,appropriate,0.0799,but,and,inappropriate,etc,0.006,but,0.1286,but,and,inappropriate,etc,0.1011,appropriate,0.1011,but,and,inappropriate,etc
3981,XandnotY,j-negated,156,appropriate,inappropriate,0.028,harmful,0.0481,required,uncommon,unreasonable,inappropriate,0.0414,inappropriate,0.0414,required,uncommon,unreasonable,inappropriate,0.0591,appropriate,0.0591,required,uncommon,unreasonable,inappropriate,0.1297,appropriate,0.1297,required,uncommon,unreasonable,inappropriate
3982,insteadof,j-negated,156,appropriate,inappropriate,0.0389,appropriate,0.1215,inappropriate,</s>,the,applicable,0.0874,appropriate,0.1989,inappropriate,</s>,the,applicable,0.1121,inappropriate,0.1296,inappropriate,</s>,the,applicable,0.0318,inappropriate,0.1734,inappropriate,</s>,the,applicable
3983,opposedto,j-negated,156,appropriate,inappropriate,0.0672,appropriate,0.0949,inappropriate,</s>,the,:,0.1806,inappropriate,0.1806,inappropriate,</s>,the,:,0.0307,inappropriate,0.2004,inappropriate,</s>,the,:,0.0587,inappropriate,0.1792,inappropriate,</s>,the,:
3984,XbutnotY,restrictive,156,appropriate,inappropriate,0.0009,required,0.2515,necessary,mandatory,essential,recommended,0.0019,appropriate,0.103,necessary,mandatory,essential,recommended,0.0001,illegal,0.4921,necessary,mandatory,essential,recommended,0.0026,inappropriate,0.1605,necessary,mandatory,essential,recommended
3985,notXbutnotY,negatedX2,156,appropriate,inappropriate,0.0158,uncommon,0.0512,necessary,surprising,illegal,unreasonable,0.0297,uncommon,0.1184,necessary,surprising,illegal,unreasonable,0.0373,illegal,0.0397,necessary,surprising,illegal,unreasonable,0.0978,appropriate,0.0978,necessary,surprising,illegal,unreasonable
3986,notonlyXbutY,additive,156,appropriate,inappropriate,0.0,also,0.2268,necessary,desirable,appropriate,important,0.0001,necessary,0.0678,necessary,desirable,appropriate,important,0.0001,also,0.2842,necessary,desirable,appropriate,important,0.0001,illegal,0.065,necessary,desirable,appropriate,important
3987,notXbutjustY,restrictive,156,appropriate,inappropriate,0.0004,because,0.0505,fine,ifiable,...,curious,0.0041,necessary,0.0878,fine,ifiable,...,curious,0.0012,weird,0.0671,fine,ifiable,...,curious,0.0009,racist,0.0786,fine,ifiable,...,curious
3988,morethan,j-comparative,156,appropriate,inappropriate,0.0007,the,0.051,not,ever,...,others,0.0001,people,0.0406,not,ever,...,others,0.013,ever,0.0273,not,ever,...,others,0.0279,inappropriate,0.0414,not,ever,...,others
3989,ratherthan,j-comparative,156,appropriate,inappropriate,0.0371,necessary,0.0573,inappropriate,appropriate,obligatory,typical,0.0523,inappropriate,0.0523,inappropriate,appropriate,obligatory,typical,0.0117,inappropriate,0.1282,inappropriate,appropriate,obligatory,typical,0.0162,inappropriate,0.1577,inappropriate,appropriate,obligatory,typical
3990,between,j-distinguished,156,appropriate,inappropriate,0.1746,appropriate,0.1955,inappropriate,adequate,acceptable,necessary,0.0264,reasonable,0.095,inappropriate,adequate,acceptable,necessary,0.0558,inappropriate,0.2407,inappropriate,adequate,acceptable,necessary,0.3428,appropriate,0.3428,inappropriate,adequate,acceptable,necessary
3991,fromto,j-transitional,156,appropriate,inappropriate,0.239,appropriate,0.2405,inappropriate,acceptable,</s>,unacceptable,0.1651,appropriate,0.2647,inappropriate,acceptable,</s>,unacceptable,0.0174,inappropriate,0.1219,inappropriate,acceptable,</s>,unacceptable,0.0608,inappropriate,0.1941,inappropriate,acceptable,</s>,unacceptable
3992,question,j-interrogative,156,appropriate,inappropriate,0.1414,not,0.2278,inappropriate,appropriate,otherwise,necessary,0.0336,appropriate,0.0774,inappropriate,appropriate,otherwise,necessary,0.0342,not,0.127,inappropriate,appropriate,otherwise,necessary,0.3341,appropriate,0.3341,inappropriate,appropriate,otherwise,necessary
3993,XbutY,contrastive,156,appropriate,inappropriate,0.0637,insufficient,0.0738,not,inappropriate,unnecessary,...,0.0398,inappropriate,0.0398,not,inappropriate,unnecessary,...,0.0318,legal,0.0703,not,inappropriate,unnecessary,...,0.0183,polite,0.0498,not,inappropriate,unnecessary,...
