pairid,A-word,B-word,Jones2002,Jones2012,Paradis2009Elicit,Paradis2009Judge,deWeijer2012,LowFreq,Canonical,CorePair,WordNet,Ant-Type,Morpological,POS
397,open,shut,n,n,n,n,n,n,n,n,y,tbd,n,adj
398,common,uncommon,n,n,n,n,n,n,n,n,y,tbd,y,adj
399,less,more,n,n,n,n,n,n,n,n,y,tbd,n,adj
400,hungry,thirsty,n,n,n,n,n,n,n,n,y,tbd,n,adj
401,fertile,sterile,n,n,n,n,n,n,n,n,y,tbd,n,adj
403,former,latter,n,n,n,n,n,n,n,n,y,tbd,n,adj
404,eastern,western,n,n,n,n,n,n,n,n,y,tbd,n,adj
405,curly,straight,n,n,n,n,n,n,n,n,y,tbd,n,adj
406,civilian,military,n,n,n,n,n,n,n,n,y,tbd,n,adj
407,far,near,n,n,n,n,n,n,n,n,y,tbd,n,adj
408,able,unable,n,n,n,n,n,n,n,n,y,tbd,y,adj
410,decreased,increased,n,n,n,n,n,n,n,n,y,tbd,n,adj
411,centralized,decentralized,n,n,n,n,n,n,n,n,y,tbd,y,adj
412,fit,unfit,n,n,n,n,n,n,n,n,y,tbd,y,adj
413,inward,outward,n,n,n,n,n,n,n,n,y,tbd,n,adj
414,invisible,visible,n,n,n,n,n,n,n,n,y,tbd,y,adj
417,close,open,n,n,n,n,n,n,n,n,y,tbd,n,adj
418,actual,potential,n,n,n,n,n,n,n,n,y,tbd,n,adj
419,empty,full,n,n,n,n,n,n,n,n,y,tbd,n,adj
420,earthly,heavenly,n,n,n,n,n,n,n,n,y,tbd,n,adj
421,numerical,verbal,n,n,n,n,n,n,n,n,y,tbd,n,adj
422,north,south,n,n,n,n,n,n,n,n,y,tbd,n,adj
423,prospective,retrospective,n,n,n,n,n,n,n,n,y,tbd,n,adj
424,dull,lively,n,n,n,n,n,n,n,n,y,tbd,n,adj
425,frivolous,serious,n,n,n,n,n,n,n,n,y,tbd,n,adj
426,likely,unlikely,n,n,n,n,n,n,n,n,y,tbd,y,adj
427,aware,unaware,n,n,n,n,n,n,n,n,y,tbd,y,adj
428,little,much,n,n,n,n,n,n,n,n,y,tbd,n,adj
429,irregular,regular,n,n,n,n,n,n,n,n,y,tbd,y,adj
430,dead,live,n,n,n,n,n,n,n,n,y,tbd,n,adj
431,ill,well,n,n,n,n,n,n,n,n,y,tbd,n,adj
432,fortunate,unfortunate,n,n,n,n,n,n,n,n,y,tbd,y,adj
433,retail,wholesale,n,n,n,n,n,n,n,n,y,tbd,n,adj
434,forward,reverse,n,n,n,n,n,n,n,n,y,tbd,n,adj
437,accept,reject,n,n,n,n,n,n,n,n,y,tbd,n,noun
438,defendant,plaintiff,n,n,n,n,n,n,n,n,y,tbd,n,noun
439,closing,opening,n,n,n,n,n,n,n,n,y,tbd,n,noun
440,follower,leader,n,n,n,n,n,n,n,n,y,tbd,n,noun
441,fertility,infertility,n,n,n,n,n,n,n,n,y,tbd,y,noun
442,competence,incompetence,n,n,n,n,n,n,n,n,y,tbd,y,noun
443,loser,winner,n,n,n,n,n,n,n,n,y,tbd,n,noun
444,beginning,ending,n,n,n,n,n,n,n,n,y,tbd,n,noun
445,head,tail,n,n,n,n,n,n,n,n,y,tbd,n,noun
446,best,worst,n,n,n,n,n,n,n,n,y,tbd,n,noun
447,creditor,debtor,n,n,n,n,n,n,n,n,y,tbd,n,noun
448,inner,outer,n,n,n,n,n,n,n,n,y,tbd,n,noun
449,head,rear,n,n,n,n,n,n,n,n,y,tbd,n,noun
450,clarity,obscurity,n,n,n,n,n,n,n,n,y,tbd,n,noun
451,danger,safety,n,n,n,n,n,n,n,n,y,tbd,n,noun
452,deficit,lead,n,n,n,n,n,n,n,n,y,tbd,n,noun
453,buy,sell,n,n,n,n,n,n,n,n,y,converse,n,noun
454,silence,sound,n,n,n,n,n,n,n,n,y,tbd,n,noun
455,pull,push,n,n,n,n,n,n,n,n,y,tbd,n,noun
456,disorder,order,n,n,n,n,n,n,n,n,y,tbd,y,noun
457,defence,offence,n,n,n,n,n,n,n,n,y,tbd,n,noun
458,convergence,divergence,n,n,n,n,n,n,n,n,y,tbd,n,noun
459,intelligence,stupidity,n,n,n,n,n,n,n,n,y,tbd,n,noun
460,decline,improvement,n,n,n,n,n,n,n,n,y,tbd,n,noun
461,hardware,software,n,n,n,n,n,n,n,n,y,tbd,n,noun
462,export,import,n,n,n,n,n,n,n,n,y,tbd,n,noun
463,analysis,synthesis,n,n,n,n,n,n,n,n,y,tbd,n,noun
464,preparation,resolution,n,n,n,n,n,n,n,n,y,tbd,n,noun
465,instability,stability,n,n,n,n,n,n,n,n,y,tbd,y,noun
466,figure,ground,n,n,n,n,n,n,n,n,y,tbd,n,noun
467,lock,unlock,n,n,n,n,n,n,n,n,y,tbd,y,noun
468,acquaintance,stranger,n,n,n,n,n,n,n,n,y,tbd,n,noun
469,opacity,transparency,n,n,n,n,n,n,n,n,y,tbd,n,noun
470,dislike,liking,n,n,n,n,n,n,n,n,y,tbd,n,noun
471,separation,union,n,n,n,n,n,n,n,n,y,tbd,n,noun
472,birth,death,n,n,n,n,n,n,n,n,y,tbd,n,noun
473,cash,credit,n,n,n,n,n,n,n,n,y,tbd,n,noun
474,answer,question,n,n,n,n,n,n,n,n,y,tbd,n,noun
475,foot,head,n,n,n,n,n,n,n,n,y,tbd,n,noun
476,boy,girl,n,n,n,n,n,n,n,n,y,tbd,n,noun
477,borrower,lender,n,n,n,n,n,n,n,n,y,tbd,n,noun
478,prefix,suffix,n,n,n,n,n,n,n,n,y,tbd,n,noun
479,obscurity,prominence,n,n,n,n,n,n,n,n,y,tbd,n,noun
480,equality,inequality,n,n,n,n,n,n,n,n,y,tbd,y,noun
482,defense,offense,n,n,n,n,n,n,n,n,y,tbd,n,noun
483,aunt,uncle,n,n,n,n,n,n,n,n,y,tbd,n,noun
484,dislike,like,n,n,n,n,n,n,n,n,y,tbd,y,noun
485,immortality,mortality,n,n,n,n,n,n,n,n,y,tbd,y,noun
486,man,woman,n,n,n,n,n,n,n,n,y,tbd,n,noun
487,hit,miss,n,n,n,n,n,n,n,n,y,tbd,n,noun
488,mistrust,trust,n,n,n,n,n,n,n,n,y,tbd,y,noun
489,location,studio,n,n,n,n,n,n,n,n,y,tbd,n,noun
490,competition,cooperation,n,n,n,n,n,n,n,n,y,tbd,n,noun
491,difficulty,ease,n,n,n,n,n,n,n,n,y,tbd,n,noun
492,bear,bull,n,n,n,n,n,n,n,n,y,tbd,n,noun
493,credit,debit,n,n,n,n,n,n,n,n,y,tbd,n,noun
494,employee,employer,n,n,n,n,n,n,n,n,y,tbd,n,noun
495,action,inaction,n,n,n,n,n,n,n,n,y,tbd,y,noun
496,joy,sorrow,n,n,n,n,n,n,n,n,y,tbd,n,noun
497,pain,pleasure,n,n,n,n,n,n,n,n,y,tbd,n,noun
498,child,parent,n,n,n,n,n,n,n,n,y,converse,n,noun
499,insanity,sanity,n,n,n,n,n,n,n,n,y,tbd,y,noun
500,acceptance,rejection,n,n,n,n,n,n,n,n,y,tbd,n,noun
501,happiness,sadness,n,n,n,n,n,n,n,n,y,tbd,n,noun
502,gain,loss,n,n,n,n,n,n,n,n,y,tbd,n,noun
503,majority,minority,n,n,n,n,n,n,n,n,y,tbd,n,noun
504,dissatisfaction,satisfaction,n,n,n,n,n,n,n,n,y,tbd,y,noun
505,poverty,wealth,n,n,n,n,n,n,n,n,y,tbd,n,noun
506,complexity,simplicity,n,n,n,n,n,n,n,n,y,tbd,n,noun
507,defeat,victory,n,n,n,n,n,n,n,n,y,tbd,n,noun
508,progress,regress,n,n,n,n,n,n,n,n,y,tbd,n,noun
509,deaf,hearing,n,n,n,n,n,n,n,n,y,tbd,n,noun
510,cry,laugh,n,n,n,n,n,n,n,n,y,tbd,n,noun
511,nephew,niece,n,n,n,n,n,n,n,n,y,tbd,n,noun
512,asset,liability,n,n,n,n,n,n,n,n,y,tbd,n,noun
513,advance,retreat,n,n,n,n,n,n,n,n,y,tbd,n,noun
514,illness,wellness,n,n,n,n,n,n,n,n,y,tbd,n,noun
515,distrust,trust,n,n,n,n,n,n,n,n,y,tbd,y,noun
516,brother,sister,n,n,n,n,n,n,n,n,y,tbd,n,noun
517,daughter,son,n,n,n,n,n,n,n,n,y,tbd,n,noun
518,demand,supply,n,n,n,n,n,n,n,n,y,tbd,n,noun
519,employment,unemployment,n,n,n,n,n,n,n,n,y,tbd,y,noun
520,certainty,uncertainty,n,n,n,n,n,n,n,n,y,tbd,y,noun
521,deflation,inflation,n,n,n,n,n,n,n,n,y,tbd,n,noun
522,consistency,inconsistency,n,n,n,n,n,n,n,n,y,tbd,y,noun
523,appearance,disappearance,n,n,n,n,n,n,n,n,y,tbd,y,noun
524,dove,hawk,n,n,n,n,n,n,n,n,y,tbd,n,noun
525,absence,presence,n,n,n,n,n,n,n,n,y,tbd,n,noun
526,impossibility,possibility,n,n,n,n,n,n,n,n,y,tbd,y,noun
527,balance,imbalance,n,n,n,n,n,n,n,n,y,tbd,n,noun
528,objective,subjective,n,n,n,n,n,n,n,n,y,tbd,n,noun
529,comedy,tragedy,n,n,n,n,n,n,n,n,y,tbd,n,noun
530,unwillingness,willingness,n,n,n,n,n,n,n,n,y,tbd,y,noun
531,finish,start,n,n,n,n,n,n,n,n,y,tbd,n,noun
532,decrease,increase,n,n,n,n,n,n,n,n,y,tbd,n,noun
533,intolerance,tolerance,n,n,n,n,n,n,n,n,y,tbd,y,noun
534,adult,juvenile,n,n,n,n,n,n,n,n,y,tbd,n,noun
535,penalty,reward,n,n,n,n,n,n,n,n,y,tbd,n,noun
536,sunrise,sunset,n,n,n,n,n,n,n,n,y,tbd,n,noun
537,humility,pride,n,n,n,n,n,n,n,n,y,tbd,n,noun
538,fall,rise,n,n,n,n,n,n,n,n,y,reversive,n,noun
539,fire,hire,n,n,n,n,n,n,n,n,y,tbd,n,noun
540,give,take,n,n,n,n,n,n,n,n,y,reversive,n,noun
541,host,parasite,n,n,n,n,n,n,n,n,y,tbd,n,noun
542,background,foreground,n,n,n,n,n,n,n,n,y,tbd,n,noun
543,agreement,disagreement,n,n,n,n,n,n,n,n,y,tbd,y,noun
544,concentration,distribution,n,n,n,n,n,n,n,n,y,tbd,n,noun
545,despair,hope,n,n,n,n,n,n,n,n,y,tbd,n,noun
546,disobedience,obedience,n,n,n,n,n,n,n,n,y,tbd,y,noun
547,adjective,substantive,n,n,n,n,n,n,n,n,y,tbd,n,noun
548,falsehood,truth,n,n,n,n,n,n,n,n,y,tbd,n,noun
549,day,night,n,n,n,n,n,n,n,n,y,tbd,n,noun
550,comfort,discomfort,n,n,n,n,n,n,n,n,y,tbd,y,noun
551,shout,whisper,n,n,n,n,n,n,n,n,y,tbd,n,noun
552,folly,wisdom,n,n,n,n,n,n,n,n,y,tbd,n,noun
553,capitalism,socialism,n,n,n,n,n,n,n,n,y,tbd,n,noun
554,conception,misconception,n,n,n,n,n,n,n,n,y,tbd,y,noun
555,sink,source,n,n,n,n,n,n,n,n,y,tbd,n,noun
556,narrowing,widening,n,n,n,n,n,n,n,n,y,scalar-unbounded,n,noun
557,ability,inability,n,n,n,n,n,n,n,n,y,tbd,y,noun
558,approval,disapproval,n,n,n,n,n,n,n,n,y,tbd,y,noun
559,exclusion,inclusion,n,n,n,n,n,n,n,n,y,tbd,n,noun
560,disrespect,respect,n,n,n,n,n,n,n,n,y,tbd,y,noun
561,appreciation,depreciation,n,n,n,n,n,n,n,n,y,tbd,n,noun
562,integration,segregation,n,n,n,n,n,n,n,n,y,tbd,n,noun
563,abundance,scarcity,n,n,n,n,n,n,n,n,y,tbd,n,noun
564,analogue,digital,n,n,n,n,n,n,n,n,y,tbd,n,noun
565,aft,fore,n,n,n,n,n,n,n,n,y,tbd,n,noun
566,impatient,patient,n,n,n,n,n,n,n,n,y,tbd,y,noun
567,strengthening,weakening,n,n,n,n,n,n,n,n,y,tbd,n,noun
568,ancestor,descendant,n,n,n,n,n,n,n,n,y,tbd,n,noun
569,foe,friend,n,n,n,n,n,n,n,n,y,tbd,n,noun
570,insecurity,security,n,n,n,n,n,n,n,n,y,tbd,n,noun
571,husband,wife,n,n,n,n,n,n,n,n,y,converse,n,noun
572,defense,prosecution,n,n,n,n,n,n,n,n,y,tbd,n,noun
573,contraction,expansion,n,n,n,n,n,n,n,n,y,tbd,n,noun
574,infield,outfield,n,n,n,n,n,n,n,n,y,tbd,n,noun
575,father,mother,n,n,n,n,n,n,n,n,y,tbd,n,noun
576,injustice,justice,n,n,n,n,n,n,n,n,y,tbd,y,noun
577,sleeping,waking,n,n,n,n,n,n,n,n,y,tbd,n,noun
578,ascent,descent,n,n,n,n,n,n,n,n,y,tbd,n,noun
579,king,queen,n,n,n,n,n,n,n,n,y,tbd,n,noun
581,beginning,end,n,n,n,n,n,n,n,n,y,tbd,n,noun
582,start,stop,n,n,n,n,n,n,n,n,y,tbd,n,noun
583,enjoy,suffer,n,n,n,n,n,n,n,n,y,tbd,n,verb
584,align,skew,n,n,n,n,n,n,n,n,y,tbd,n,verb
585,rise,set,n,n,n,n,n,n,n,n,y,tbd,n,verb
586,fail,pass,n,n,n,n,n,n,n,n,y,tbd,n,verb
587,deprive,enrich,n,n,n,n,n,n,n,n,y,tbd,n,verb
588,change,stay,n,n,n,n,n,n,n,n,y,tbd,n,verb
589,add,subtract,n,n,n,n,n,n,n,n,y,tbd,n,verb
590,resist,surrender,n,n,n,n,n,n,n,n,y,tbd,n,verb
591,feed,starve,n,n,n,n,n,n,n,n,y,tbd,n,verb
592,boil,freeze,n,n,n,n,n,n,n,n,y,tbd,n,verb
593,accept,refuse,n,n,n,n,n,n,n,n,y,tbd,n,verb
594,find,lose,n,n,n,n,n,n,n,n,y,tbd,n,verb
595,stand,yield,n,n,n,n,n,n,n,n,y,tbd,n,verb
596,break,keep,n,n,n,n,n,n,n,n,y,tbd,n,verb
597,criticize,praise,n,n,n,n,n,n,n,n,y,tbd,n,verb
598,downgrade,upgrade,n,n,n,n,n,n,n,n,y,tbd,n,verb
599,admit,exclude,n,n,n,n,n,n,n,n,y,tbd,n,verb
600,applaud,boo,n,n,n,n,n,n,n,n,y,tbd,n,verb
601,attach,detach,n,n,n,n,n,n,n,n,y,reversive,n,verb
602,affirm,negate,n,n,n,n,n,n,n,n,y,tbd,n,verb
603,float,sink,n,n,n,n,n,n,n,n,y,tbd,n,verb
604,exclude,include,n,n,n,n,n,n,n,n,y,tbd,n,verb
605,sleep,wake,n,n,n,n,n,n,n,n,y,tbd,n,verb
606,ascend,descend,n,n,n,n,n,n,n,n,y,tbd,n,verb
607,reassure,worry,n,n,n,n,n,n,n,n,y,tbd,n,verb
608,break,make,n,n,n,n,n,n,n,n,y,tbd,n,verb
609,fold,unfold,n,n,n,n,n,n,n,n,y,tbd,n,verb
610,claim,forfeit,n,n,n,n,n,n,n,n,y,tbd,n,verb
611,erase,record,n,n,n,n,n,n,n,n,y,tbd,n,verb
612,admit,reject,n,n,n,n,n,n,n,n,y,tbd,n,verb
613,forget,mind,n,n,n,n,n,n,n,n,y,tbd,n,verb
614,divest,invest,n,n,n,n,n,n,n,n,y,tbd,n,verb
615,decode,encode,n,n,n,n,n,n,n,n,y,tbd,n,verb
616,linger,rush,n,n,n,n,n,n,n,n,y,tbd,n,verb
617,maximize,minimize,n,n,n,n,n,n,n,n,y,tbd,n,verb
618,ignore,know,n,n,n,n,n,n,n,n,y,tbd,n,verb
619,ignore,notice,n,n,n,n,n,n,n,n,y,tbd,n,verb
620,issue,recall,n,n,n,n,n,n,n,n,y,tbd,n,verb
621,function,malfunction,n,n,n,n,n,n,n,n,y,tbd,n,verb
622,break,repair,n,n,n,n,n,n,n,n,y,tbd,n,verb
623,keep,lose,n,n,n,n,n,n,n,n,y,tbd,n,verb
624,disembark,embark,n,n,n,n,n,n,n,n,y,tbd,n,verb
625,defend,prosecute,n,n,n,n,n,n,n,n,y,tbd,n,verb
626,disable,enable,n,n,n,n,n,n,n,n,y,reversive,n,verb
627,idle,run,n,n,n,n,n,n,n,n,y,tbd,n,verb
628,relax,tense,n,n,n,n,n,n,n,n,y,tbd,n,verb
629,sit,stand,n,n,n,n,n,n,n,n,y,tbd,n,verb
630,forbid,permit,n,n,n,n,n,n,n,n,y,tbd,n,verb
631,discharge,enlist,n,n,n,n,n,n,n,n,y,tbd,n,verb
632,narrow,widen,n,n,n,n,n,n,n,n,y,scalar-unbounded,n,verb
633,succumb,survive,n,n,n,n,n,n,n,n,y,tbd,n,verb
634,act,refrain,n,n,n,n,n,n,n,n,y,tbd,n,verb
635,legalize,outlaw,n,n,n,n,n,n,n,n,y,reversive,n,verb
636,gather,spread,n,n,n,n,n,n,n,n,y,tbd,n,verb
637,bounce,clear,n,n,n,n,n,n,n,n,y,tbd,n,verb
638,depart,stay,n,n,n,n,n,n,n,n,y,tbd,n,verb
639,disinfect,infect,n,n,n,n,n,n,n,n,y,tbd,y,verb
640,avoid,confront,n,n,n,n,n,n,n,n,y,tbd,n,verb
641,divide,multiply,n,n,n,n,n,n,n,n,y,tbd,n,verb
642,cover,uncover,n,n,n,n,n,n,n,n,y,tbd,y,verb
643,contract,expand,n,n,n,n,n,n,n,n,y,tbd,n,verb
644,delay,rush,n,n,n,n,n,n,n,n,y,tbd,n,verb
645,arm,disarm,n,n,n,n,n,n,n,n,y,tbd,y,verb
646,unveil,veil,n,n,n,n,n,n,n,n,y,tbd,y,verb
647,deposit,withdraw,n,n,n,n,n,n,n,n,y,tbd,n,verb
648,cool,heat,n,n,n,n,n,n,n,n,y,tbd,n,verb
649,allow,deny,n,n,n,n,n,n,n,n,y,tbd,n,verb
650,gain,reduce,n,n,n,n,n,n,n,n,y,tbd,n,verb
651,blur,focus,n,n,n,n,n,n,n,n,y,tbd,n,verb
652,idle,work,n,n,n,n,n,n,n,n,y,tbd,n,verb
653,claim,disclaim,n,n,n,n,n,n,n,n,y,tbd,n,verb
654,strengthen,weaken,n,n,n,n,n,n,n,n,y,tbd,n,verb
655,admit,deny,n,n,n,n,n,n,n,n,y,tbd,n,verb
656,lose,profit,n,n,n,n,n,n,n,n,y,tbd,n,verb
657,approve,disapprove,n,n,n,n,n,n,n,n,y,tbd,y,verb
658,bless,curse,n,n,n,n,n,n,n,n,y,tbd,n,verb
659,cheer,complain,n,n,n,n,n,n,n,n,y,tbd,n,verb
661,hide,show,n,n,n,n,n,n,n,n,y,tbd,n,verb
662,abolish,establish,n,n,n,n,n,n,n,n,y,tbd,n,verb
663,absorb,emit,n,n,n,n,n,n,n,n,y,tbd,n,verb
664,charge,discharge,n,n,n,n,n,n,n,n,y,tbd,n,verb
666,forget,remember,n,n,n,n,n,n,n,n,y,tbd,n,verb
667,arrive,leave,n,n,n,n,n,n,n,n,y,tbd,n,verb
668,attend,miss,n,n,n,n,n,n,n,n,y,tbd,n,verb
669,complicate,simplify,n,n,n,n,n,n,n,n,y,tbd,n,verb
670,conserve,waste,n,n,n,n,n,n,n,n,y,tbd,n,verb
671,lower,raise,n,n,n,n,n,n,n,n,y,tbd,n,verb
673,appear,disappear,n,n,n,n,n,n,n,n,y,tbd,y,verb
674,level,raise,n,n,n,n,n,n,n,n,y,tbd,n,verb
675,enter,exit,n,n,n,n,n,n,n,n,y,tbd,n,verb
676,differentiate,integrate,n,n,n,n,n,n,n,n,y,tbd,n,verb
677,differ,equal,n,n,n,n,n,n,n,n,y,tbd,n,verb
678,empty,fill,n,n,n,n,n,n,n,n,y,tbd,n,verb
679,shrink,stretch,n,n,n,n,n,n,n,n,y,tbd,n,verb
680,advance,back,n,n,n,n,n,n,n,n,y,tbd,n,verb
681,divide,unite,n,n,n,n,n,n,n,n,y,tbd,n,verb
682,let,prevent,n,n,n,n,n,n,n,n,y,tbd,n,verb
683,borrow,lend,n,n,n,n,n,n,n,n,y,tbd,n,verb
684,fail,manage,n,n,n,n,n,n,n,n,y,tbd,n,verb
685,move,stay,n,n,n,n,n,n,n,n,y,tbd,n,verb
686,ride,walk,n,n,n,n,n,n,n,n,y,tbd,n,verb
687,connect,disconnect,n,n,n,n,n,n,n,n,y,tbd,y,verb
689,fast,rapid,n,n,n,y,n,n,u,y,n,syn,n,adj
690,dark,grim,n,n,n,y,n,n,u,y,n,syn,n,adj
691,pale,light,n,n,n,y,n,n,u,y,n,syn,n,adj
692,weak,feeble,n,n,n,y,n,n,u,y,n,syn,n,adj
694,small,tiny,n,n,n,y,n,n,u,y,n,syn,n,adj
695,huge,large,n,n,n,y,n,n,u,y,n,syn,n,adj
696,narrow,slender,n,n,n,y,n,n,u,y,n,syn,n,adj
697,broad,wide,n,n,n,y,n,n,u,y,n,syn,n,adj
698,poor,bad,n,n,n,y,n,n,u,y,n,syn,n,adj
700,thin,fine,n,n,n,y,n,n,u,y,n,syn,n,adj
65,officially,unofficially,y,n,n,n,n,n,n,y,n,complementary,y,adv
68,open,laparoscopic,n,y,n,n,n,n,n,y,n,complementary,n,adj
69,optimism,pessimism,y,n,n,n,n,n,n,y,n,scalar-unbounded,n,noun
73,prove,disprove,y,n,n,n,n,n,n,y,n,reversive,y,verb
